Date,Last Price,Volume,SMAVG (15),Last Price Demant,Volume Demant,SMAVG (15) Demant,Last Price Sonova,Volume Sonova,SMAVG (15) Sonova,Last Price SP,Volume SP,SMAVG (15) SP
2/13/2020,393,521878,530170,"228,7",502099,562894,"248,24",596460,270640,"3380,16",476855584,565083712
2/12/2020,390,383458,523802,"230,9",207290,549850,"254,3",319305,249392,"3373,94",515936032,570495936
2/11/2020,390,601571,523800,232,402090,567346,"254,7",328095,254019,"3379,45",535533376,574447168
2/10/2020,"376,5",284897,493227,"230,1",348893,564603,"254,7",316474,249393,"3357,75",471668576,573795008
2/7/2020,376,456965,487196,"232,8",737095,554376,"253,81",363439,247818,"3352,09",488488608,585235968
2/6/2020,"372,5",858165,483324,"227,4",639109,551593,"255,4",161297,240969,"3327,71",507416768,600545472
2/5/2020,"373,5",1483454,459124,224,1727672,528307,"254,01",172213,251269,"3345,78",553907072,600499200
2/4/2020,"343,3",457485,384375,"218,2",1110645,434252,"250,73",235659,258577,"3334,69",608121984,596796288
2/3/2020,337,333149,368358,222,497724,375324,"250,63",221904,276274,"3297,59",591876096,593394752
1/31/2020,"334,9",738067,366925,219,359573,362936,"251,72",163777,287834,"3248,92",598835776,586465856
1/30/2020,"341,7",517737,336672,"222,4",364915,352282,"251,72",140107,300094,"3225,52",875679104,576787392
1/29/2020,"347,7",284942,320729,224,308339,348572,"249,54",214774,305151,"3283,66",578126720,552079808
1/28/2020,"343,8",252520,319566,"222,2",354442,351221,"248,74",263172,307116,"3273,4",540373632,549714112
1/27/2020,"342,3",367370,321481,"221,7",324660,342866,"246,56",282661,301455,"3276,24",528076608,547003968
1/24/2020,"346,1",410890,311164,224,558867,344898,"242,98",280270,299175,"3243,63",605359552,550170624
1/23/2020,342,426358,299712,"220,5",306443,329476,"241,49",277733,292772,"3295,47",558038720,543762816
1/22/2020,343,383425,283404,"220,6",469723,323960,"240,2",388708,288273,"3325,54",575204992,541035648
1/21/2020,336,142988,274507,221,360943,304452,"243,28",258714,274154,"3321,75",525750944,531461728
1/20/2020,"335,9",194430,278129,"219,8",195484,295281,"243,38",292847,274351,"3320,79",643282944,519410816
1/17/2020,"334,4",398875,278923,"219,9",695363,312392,"241,49",260701,270078,"3329,62",718131264,498917056
1/16/2020,"327,8",495177,288255,"214,5",289819,324510,"239,6",315792,276150,"3316,81",506723008,472152512
1/15/2020,"332,2",362210,267051,"215,4",316844,332473,"240,79",281831,277369,"3289,29",498362688,449757216
1/14/2020,"324,9",217238,257901,"213,2",226721,336900,"239,21",501114,276658,"3283,15",557099136,447712000
1/13/2020,"322,6",311641,263987,"212,1",311899,351085,"237,81",395303,255213,"3288,13",487943072,527971744
1/10/2020,"319,5",284277,261352,"209,5",199765,352778,"232,75",347677,235924,"3265,35",453658944,534949344
1/9/2020,"315,6",278591,259867,"208,7",309273,364723,"229,47",215967,222522,"3274,7",505064640,544635968
1/8/2020,311,267496,255604,"205,6",348069,363093,"227,78",244256,241245,"3253,05",542641216,548833920
1/7/2020,"302,7",281253,259889,"204,4",229116,364386,"225,5",178254,238784,"3237,18",499721952,555337472
1/6/2020,"306,4",212607,255937,"206,5",355143,369381,"225,1",248465,239982,"3246,28",575576704,555706752
1/3/2020,"308,3",239120,259855,"206,6",327539,365995,"223,51",184214,248007,"3234,85",509241856,555726656
1/2/2020,315,181737,256764,"208,6",223696,364039,"221,42",210251,253367,"3257,85",517131488,553278784
12/30/2019,"313,3",249969,262334,"209,8",177101,367926,"222,62",176931,261230,"3230,78",431595904,549479744
12/27/2019,"318,3",197321,256005,"212,5",223386,375034,"221,52",261661,270501,"3221,29",344987520,551939200
12/23/2019,"315,5",206334,254850,211,452150,384551,"222,22",228759,272418,"3240,02",335876640,561547776
12/20/2019,312,538854,260366,"208,5",877136,397457,"221,72",351768,276478,"3239,91",316662784,569989312
12/19/2019,309,177119,245726,"211,4",409250,359648,"220,83",334086,264328,"3223,38",170793792,584103296
12/18/2019,"307,1",224960,240849,"212,9",383251,348733,"220,53",271171,254342,"3224,01",467684576,609875328
12/17/2019,309,308533,241106,"214,6",439496,351110,"220,03",179437,251051,"3221,22",1760995200,611869120
12/16/2019,"313,8",272106,238191,218,337295,371247,"221,72",105966,258936,"3205,37",592606976,513576256
12/13/2019,306,262007,241619,211,378949,385910,"221,92",146638,278079,"3191,14",598958720,502192736
12/12/2019,"305,4",214646,242584,"210,4",284822,395791,"220,63",496823,296180,"3192,52",568033408,527998272
12/11/2019,"304,3",331766,245495,"208,6",367465,410211,"218,54",207333,284742,"3191,45",640194368,524377952
12/10/2019,"312,2",221975,241763,"210,4",304033,422346,"216,85",196225,292990,"3168,8",505261344,509566848
12/9/2019,"308,9",271384,247066,"208,8",304357,483712,"216,85",368848,304671,"3168,57",575875648,507671840
12/6/2019,"315,7",192750,246359,210,298205,556602,"214,87",264608,314677,"3141,63",472523616,519707392
12/5/2019,"314,2",265281,251671,208,281994,571094,"213,28",328191,326175,"3132,52",460145216,522416032
12/4/2019,"315,1",155036,250507,"207,3",283717,572677,"215,26",316001,326079,"3135,96",468488000,526521728
12/3/2019,"312,8",180003,267161,206,366139,574254,"217,25",290419,334058,"3145,91",489116704,533896160
12/2/2019,"311,2",289072,282490,"204,4",645751,577417,"218,44",289655,358886,"3117,43",462499616,528514432
11/29/2019,"319,5",319252,282994,"207,5",309997,551180,"219,93",169521,439689,"3112,76",528372224,527988288
11/28/2019,"314,7",103970,297391,"208,3",245522,550583,"220,83",184301,457301,"3093,2",557374656,521760384
11/27/2019,"315,7",228807,355109,"207,7",418909,564642,"220,03",221804,460634,"3113,87",497591264,509005024
11/26/2019,313,264812,388708,"206,4",741551,569429,"218,74",297709,461652,"3140,98",286602304,506549408
11/25/2019,"315,8",323529,394199,"206,6",557235,552065,"219,14",393110,455805,"3153,63",421853952,525183776
11/22/2019,"306,9",276473,402558,"201,5",527162,548221,"220,43",418149,448333,"3140,52",986041664,533346080
11/21/2019,"301,6",258321,405523,"197,3",501129,527710,"226,79",325253,435848,"3133,64",513728768,506652288
11/20/2019,"304,2",275786,450390,"198,65",549486,528202,"227,19",331052,427809,"3110,29",418027936,507393632
11/19/2019,"305,8",301514,463353,"198,25",1224529,530884,"227,88",371450,418732,"3103,54",476836160,513545184
11/18/2019,312,260786,477029,"204,3",1397704,474123,"226,79",518931,407283,"3108,46",756408960,526626752
11/15/2019,"309,8",272420,475171,"191,2",515588,403228,"222,42",437072,388110,"3120,18",513153024,508617536
11/14/2019,"307,7",247828,477768,"186,55",305737,395996,"221,62",326762,371500,"3122,03",521730496,504500896
11/13/2019,"306,4",404841,483789,"187,05",307370,402027,"219,74",435687,364037,"3120,46",579104896,500587264
11/12/2019,304,409938,480069,"184,55",413590,425806,"218,24",662834,354769,"3096,63",408390432,492959680
11/11/2019,"307,2",296635,469695,"184,9",252192,427652,"215,66",1501700,327364,"3094,04",454607424,498252224
11/8/2019,"305,9",535200,471365,"184,75",301048,429923,"234,74",433699,245273,"3091,84",434953696,499156768
11/7/2019,"306,6",969744,457172,"183,65",456397,431477,"232,75",234304,225069,"3087,01",366044416,500590144
11/6/2019,"297,2",732788,409231,"181,4",490714,428656,"231,56",237071,218987,"3093,08",460757056,508745600
11/5/2019,294,347177,394436,"178,15",481099,451427,"230,76",209994,218569,"3085,18",566117888,519962336
11/4/2019,"292,9",448926,400249,"179,2",499571,494330,"229,17",281032,226578,"3076,78",544288512,510532800
11/1/2019,"294,1",320939,394408,"177,75",219491,582654,"229,17",230883,223045,"3074,62",585634560,505859360
10/31/2019,"294,4",931335,394208,"176,8",508509,628205,"227,78",204666,229187,"3078,27",524848864,495103936
10/30/2019,"283,3",470227,379621,"177,55",589716,621747,"226,19",194888,231639,"3066,91",510301248,485788448
10/29/2019,"271,3",506650,381158,"174,3",373117,621512,"224,3",199723,240759,"3037,56",673060032,488004032
10/28/2019,275,232915,373449,"173,45",334278,631004,"222,32",231339,251448,"3046,77",486270336,473083872
10/25/2019,"275,7",311380,379039,"172,2",407104,627350,"224,4",187913,252154,"3036,89",451403456,466811936
10/24/2019,"271,9",338147,376034,"172,45",396209,631637,"225,99",214821,251757,"3039,42",463026112,469163808
10/23/2019,"268,2",349035,382521,"174,4",664059,654475,"224,5",296671,249981,"3022,55",464691328,469240288
10/22/2019,271,254322,393454,"174,3",441283,689081,"227,28",251754,252032,"3010,29",487778400,468266048
10/21/2019,"265,9",321693,401618,"171,05",286249,714468,"223,61",270340,247461,"3004,52",468175584,468416640
10/18/2019,"267,8",322296,422774,"172,7",324366,736383,"224,3",130631,245822,"2995,99",456454496,477567456
10/17/2019,"275,9",250635,419942,"176,6",414075,761738,"221,72",143077,251209,"3006,72",488376224,479652992
10/16/2019,"274,8",510861,438828,175,832277,920100,"220,73",230797,256070,"2986,2",629008000,480221536
10/15/2019,"280,9",434367,435797,"174,6",1124641,904016,"220,13",330133,254316,"2997,95",424674624,470137472
10/14/2019,"274,1",361324,430735,"172,15",1824430,862770,"221,92",228032,255199,"2989,69",474187296,471993088
10/11/2019,"268,4",317939,436295,"164,05",902769,766312,"220,03",323014,254344,"2995,68",424302976,474385280
10/10/2019,264,712520,479561,"161,7",411634,777099,"226,49",241448,247590,"2966,15",385116800,486063008
10/9/2019,"270,2",493288,456727,"164,9",586191,778655,"227,68",331699,253938,"2970,27",543535040,492083776
10/8/2019,"274,6",391019,442577,"164,7",515502,789507,"224,01",360052,257700,"2938,13",449257568,563218496
10/7/2019,275,316766,451205,"167,7",279466,841569,"226,69",241931,249294,"2919,4",392191360,564395840
10/4/2019,"274,7",266295,464032,"167,55",471399,892047,"225,7",181960,245454,"2893,06",486681504,572047808
10/3/2019,"271,5",435455,486227,"167,6",738783,919006,"225,99",188180,244241,"2938,79",464173120,571519488
10/2/2019,"268,8",513035,489410,"167,95",1183154,910333,"223,01",327430,257857,"2952,01",450077888,574114304
10/1/2019,"279,2",376776,500721,172,822086,883429,"229,27",183186,251595,"2910,63",490036992,576908992
9/30/2019,"278,1",639029,534272,"175,45",614970,888259,"228,48",245753,251350,"2887,61",605438144,581329088
9/27/2019,281,279828,512506,178,704697,876119,"228,68",211446,255938,"2940,25",487737184,575838208
9/26/2019,"284,2",533918,521641,"177,35",2789496,870623,"227,68",215996,256274,"2976,74",496904384,581688384
9/25/2019,280,465395,519889,"183,05",591029,726582,"225,5",204477,261161,"2961,79",477747424,584372544
9/24/2019,"285,9",358432,518717,187,505951,783005,"226,49",343385,269909,"2977,62",452508832,582209856
9/23/2019,"281,5",444732,528703,"181,95",377560,804272,"229,97",215200,273224,"2984,87",510070016,587744576
9/20/2019,"280,4",966920,527706,"182,4",1064568,794712,"230,46",221701,303633,"2966,6",599468992,583725184
9/19/2019,"286,3",370018,504850,"187,8",434980,746417,"231,26",336668,299435,"2991,78",475428032,576395520
9/18/2019,"288,6",281037,542039,"187,9",748963,740451,"228,77",388136,292369,"2992,07",1610555648,580232384
9/17/2019,"284,3",520444,559342,186,1296433,715734,"222,81",233962,287106,"3006,79",466918496,500942144
9/16/2019,"286,6",509165,582682,192,1036630,665074,"224,4",184333,282535,"3006,73",506970624,499330496
9/13/2019,"285,4",599215,599100,202,875788,618497,"221,82",163762,278797,"3005,7",478756160,502777536
9/12/2019,"278,1",483204,610940,"204,6",608694,586608,"221,42",392424,276449,"2997,96",503095872,501787968
9/11/2019,"278,2",682698,658732,"200,1",779586,587453,"220,63",233503,266748,"3007,39",491998496,514956224
9/10/2019,"276,2",880047,632502,"193,95",894547,566393,"219,24",179501,263218,"3009,57",556338240,510851936
9/9/2019,"284,4",312544,594425,"195,75",432864,552853,"217,85",314570,262375,"3000,93",523074336,500385408
9/6/2019,"289,4",416845,593027,"201,6",622256,609777,"216,16",216492,254625,"2979,39",575489920,495611104
9/5/2019,"290,9",507632,582631,"205,4",628881,636257,"216,56",289304,250207,"2978,43",537167488,490417440
9/4/2019,287,447823,580265,200,1437381,662426,"219,14",335691,241275,"2978,71",445307008,494046112
9/3/2019,"288,4",508214,581187,"200,1",824956,639352,"217,65",393114,227685,2976,535529504,503363744
9/2/2019,"293,7",429790,589547,"208,4",234153,655285,"215,56",671336,210447,"2937,78",449778592,513837216
8/30/2019,284,624075,574589,"205,5",340138,659313,"223,61",158726,174259,"2906,27",489524384,521413376
8/29/2019,"275,3",927848,546431,"202,5",345501,652842,"225,89",230686,174657,"2926,46",532980544,515385184
8/28/2019,"283,2",540588,502271,203,378207,658396,"223,51",309179,172496,"2924,58",421202592,513219264
8/27/2019,"288,2",870538,483263,"204,4",536530,660234,"228,58",165406,167672,"2887,94",442743552,528716256
8/26/2019,"280,6",755438,443029,"203,5",337978,649319,"230,46",128258,179152,"2869,16",558676416,541408192
8/23/2019,295,776818,412752,"207,9",397443,668797,"230,66",128543,185924,"2878,38",463912576,543425920
8/22/2019,"305,6",1200086,378738,"211,6",621371,711201,"228,18",246908,188776,"2847,11",700619520,563589056
8/21/2019,"310,7",289246,315464,"209,8",463684,694580,"224,6",180561,186468,"2922,95",430434560,555572800
8/20/2019,"302,8",308886,319826,"205,7",691450,693054,"226,89",166853,187182,"2924,43",399340160,571916864
8/19/2019,"300,3",291575,311613,"203,9",1286731,666818,"226,79",198324,190316,"2900,51",451459936,599849856
8/16/2019,"300,6",260914,313826,"205,4",1019454,604015,"225,7",150221,189252,"2923,65",497584864,599426240
8/15/2019,"293,6",472143,316071,"196,85",1021420,557167,"226,89",155317,199065,"2888,68",591597568,595573376
8/14/2019,"294,1",461650,305325,"189,75",1091261,506689,"228,38",131844,210740,"2847,6",585071360,587283648
8/13/2019,"299,5",633616,293555,"185,75",1063955,454431,"229,07",134538,214991,"2840,6",692631680,583945920
8/12/2019,"308,5",205421,276415,195,294576,414905,"226,39",128526,218810,"2926,32",563420992,571852992
8/9/2019,"307,9",201701,293558,"195,1",243069,416636,"225,99",164687,230555,"2883,75",399101632,563800448
8/8/2019,"310,8",265450,303635,195,428806,432237,"222,62",198282,233901,"2918,65",500491424,567510656
8/7/2019,"311,5",255462,300431,"194,5",405788,420351,"221,42",236805,232920,"2938,09",653657408,570293568
8/6/2019,"307,3",267034,303316,"192,15",372802,407027,"222,02",337607,230027,"2883,98",633122944,557561088
8/5/2019,"308,9",301278,312251,192,630151,406053,"223,91",229849,219735,"2881,77",588942400,545376896
8/2/2019,"320,2",266615,307772,"195,45",1033490,395090,"224,7",171311,218575,"2844,74",766359296,534767104
8/1/2019,"326,2",250969,321094,"203,6",372066,394918,"224,21",212295,221408,"2932,05",580375744,513228736
7/31/2019,"321,1",354677,327940,"199,35",440787,391780,"222,22",191272,219587,"2953,56",675595456,502711616
7/30/2019,"318,5",185691,325478,"197,5",297908,393252,"221,62",213866,219579,"2980,38",818335552,486579232
7/29/2019,"318,6",324762,339107,"197,05",344691,414345,"221,52",182359,218675,"3013,18",445105344,460583200
7/26/2019,"316,9",294603,334576,"195,95",316741,405838,"222,91",297413,219712,"3020,97",439791584,459620160
7/25/2019,"324,5",310945,332729,"197,8",264250,407091,"227,88",330440,226392,"3025,86",467251904,459593952
7/24/2019,"320,7",285105,328648,"195,05",307381,418378,"227,98",195618,223560,"3003,67",535005440,452283072
7/23/2019,"315,6",376519,340538,"193,05",471064,430289,"227,58",191820,236745,"3019,56",511237440,438406496
7/22/2019,318,462554,338364,"195,35",320545,431758,"229,57",304703,247611,"3005,47",442632992,433313216
7/19/2019,318,352865,348094,"196,45",477080,439747,"223,71",214874,246237,"2985,03",454754464,438961856
7/18/2019,"324,7",217391,361044,"196,7",250520,434147,"223,81",183575,252848,"2976,61",542235648,484190336
7/17/2019,"327,9",298739,396461,"198,8",205922,445743,"222,72",193399,263062,"2995,11",462670464,477504608
7/16/2019,"328,3",401051,396002,"198,95",358205,454121,"222,91",183227,270253,"2984,42",450360000,483558368
7/15/2019,"326,2",234096,398995,"199,5",465698,465002,"222,22",212451,285912,"3004,04",429795264,489868416
7/12/2019,"321,3",466446,409278,196,1030913,480618,"221,72",213814,292347,"3014,3",443283520,494502464
7/11/2019,"328,1",353662,422772,"206,2",324997,485511,"222,62",184974,295552,"3013,77",422619264,559863808
7/10/2019,"321,1",317747,421125,"202,2",462865,486447,"223,41",191150,294406,"2999,91",433609504,570140864
7/9/2019,"317,9",390119,421717,"201,1",614302,504853,"221,32",200310,296919,"2993,07",428395104,576391744
7/8/2019,"318,6",256805,432590,"204,1",217094,491311,"221,62",197916,294320,"2979,63",430659680,582123200
7/5/2019,"318,2",266895,429317,"204,7",335527,497195,"220,53",397602,306525,"2975,95",439398592,581843456
7/4/2019,"324,7",249721,435522,"210,3",433557,499203,"220,73",287972,321655,"2990,41",357588832,581480064
7/3/2019,"329,3",463453,443491,"213,9",486049,505999,"218,34",393391,320009,"2995,82",326856576,586887424
7/2/2019,"322,1",343921,464283,"206,1",493100,508647,"214,67",354807,308310,"2973,01",434838336,592477248
7/1/2019,"319,9",608505,490605,"204,5",440382,542244,"216,95",284100,304297,"2964,33",527362592,602116096
6/28/2019,"306,3",547104,469087,"204,1",393067,537015,"217,35",314026,301458,"2941,76",1133181824,599238336
6/27/2019,305,748657,455967,202,424467,549208,"220,83",336785,289968,"2924,92",441949408,555947904
6/26/2019,"306,9",291843,433654,"201,2",331593,571678,"222,12",301275,281745,"2913,78",553477120,562420160
6/25/2019,"311,6",445956,442499,206,521415,593687,"219,54",418102,281787,"2917,38",545010688,561819328
6/24/2019,"315,2",388337,435324,205,699942,595927,"220,13",308986,279532,"2945,35",499305728,565351168
6/21/2019,"315,8",668850,432754,"210,5",1104309,628020,"220,33",261887,273803,"2950,46",1423703552,577394240
6/20/2019,"321,7",328962,401671,"216,1",339036,567613,"218,84",167775,275102,"2954,18",576775872,521886816
6/19/2019,"320,9",326631,396193,"217,1",738949,567084,"219,04",228847,291254,"2926,46",527372096,510857024
6/18/2019,"321,9",553210,393650,"219,1",411180,545503,"222,62",161332,298747,"2917,75",514367008,511646272
6/17/2019,322,207706,381341,216,305357,556537,"223,21",380990,307938,"2889,67",426463776,540551232
6/14/2019,"321,5",359976,381647,"216,6",365636,570982,"223,51",624553,298520,"2886,98",433947872,538778816
6/13/2019,"324,9",369260,388109,"219,3",535497,582024,"229,57",263285,271338,"2891,64",438698528,548329216
6/12/2019,"328,5",775332,408331,"221,9",525782,578915,"232,05",217901,280626,"2879,84",410704576,547924992
6/11/2019,"312,3",738743,409554,"219,3",997049,574240,"232,65",294610,273295,"2885,72",579421056,552273536
6/7/2019,"321,1",285734,405770,"225,8",361945,540965,"229,27",241515,268572,"2886,73",484195744,547658880
6/6/2019,314,350309,407138,"220,5",575960,538292,"229,07",141672,275484,"2873,34",483825472,553122304
6/4/2019,"310,7",413962,401194,"216,8",761515,525113,"231,06",213445,290760,"2843,49",539033216,554353216
6/3/2019,"315,4",424524,389510,"223,7",661736,514334,"229,17",301902,309075,"2826,15",544464448,550829184
5/29/2019,"314,8",338328,380757,"223,9",555010,539039,"225,5",384274,303898,"2803,27",597988608,549387264
5/28/2019,"327,2",349789,383964,"229,1",1181332,594874,"219,54",223058,286511,"2744,45",679951680,552107904
5/27/2019,"324,8",202594,385310,231,198210,537362,"216,36",281369,284636,"2752,06",591092224,542098048
5/24/2019,"329,4",246802,390520,"232,3",331100,561242,"216,66",410059,275678,"2788,86",411329248,538995904
5/23/2019,330,288475,412937,"232,5",415233,587962,"215,46",341235,256904,"2783,02",539210752,546625024
5/22/2019,"336,1",368577,423552,"235,5",576692,578067,"223,31",299196,247061,"2802,39",947941632,552869120
5/21/2019,"332,2",212297,426913,"230,6",522027,601225,"221,62",239727,236890,"2826,06",399877056,522982368
5/20/2019,"326,7",456906,433745,"227,7",531275,605530,"219,93",216819,232498,"2822,24",577204352,529634944
5/16/2019,337,672596,418401,227,488854,606160,"221,23",402615,229783,"2856,27",432635200,526666720
5/15/2019,324,793675,397026,"217,4",455668,600396,"218,05",107932,219199,"2864,36",475932192,535581088
5/14/2019,"314,4",681986,367524,"222,1",497920,610226,"217,75",223768,220171,"2840,23",510201792,548920768
5/13/2019,"306,9",306253,351089,"218,6",321852,616841,"221,13",345187,218135,"2859,53",566146624,546734528
5/10/2019,"316,6",261140,363360,"222,4",378277,628731,"224,9",370816,208207,"2876,32",502289664,545084672
5/9/2019,"319,8",238705,367820,"222,8",599823,638069,"217,55",488172,198359,"2850,96",486172160,547473728
5/8/2019,"319,9",293230,381420,"220,3",1032311,614061,"204,74",224243,175690,"2834,41",522835296,550189312
5/7/2019,"319,2",386433,424625,"220,5",1392543,591809,"205,53",123470,169961,"2811,87",638798528,551128128
5/6/2019,"317,8",369979,413591,"209,8",318640,519631,"208,81",194929,170870,"2881,4",529803872,538467584
5/3/2019,"321,8",280749,411012,"211,5",556422,511972,"205,13",146999,169962,"2870,72",544559872,543715584
5/2/2019,"317,5",583057,405608,"206,7",731897,492122,"203,84",128452,177359,"2879,42",525766112,546595648
5/1/2019,325,447698,384087,"209,8",266810,486436,"201,66",193596,179428,"2884,05",632872768,544590912
4/30/2019,"340,7",418984,370765,210,924061,488407,"204,54",146631,184186,"2932,47",499639968,532922240
4/29/2019,"342,9",314787,365902,205,586598,453526,"204,44",173842,185935,"2945,64",499665792,533290432
4/26/2019,342,226747,363575,"200,9",540731,440251,"206,92",176100,184647,"2917,52",532680928,527710240
4/25/2019,"332,7",351963,366072,"194,8",402394,438968,"205,63",243846,190449,"2923,73",566350784,518940032
4/24/2019,"336,2",351151,361887,"198,5",603107,443277,"201,95",122510,183135,"2945,83",676027328,511065760
4/23/2019,"333,6",435463,365314,"197,5",597155,447150,"203,54",193238,183384,"2943,03",477408608,497225888
4/17/2019,328,490310,363190,"194,15",500193,499929,"201,06",196254,181616,"2939,88",541398144,496882784
4/16/2019,"339,6",328051,379653,"196,25",518355,506101,"204,14",223103,175713,"2926,17",538125632,490420640
4/15/2019,335,442692,387645,"197,5",239692,502231,"203,74",148133,170187,"2927,25",526905760,494405952
4/12/2019,"336,3",941318,380361,"197,5",698534,512315,"204,34",138315,173345,"2933,68",536917952,490832832
4/11/2019,"312,1",220909,340574,"194,65",309873,498684,"201,75",137109,185493,"2907,97",448890624,490291456
4/10/2019,"314,5",331308,343176,"197,15",203757,497548,"201,66",181299,185535,"2905,03",608523840,505054400
4/9/2019,"313,8",199682,352061,"196,7",258675,504790,"202,55",257964,183965,"2900,45",587760768,494718752
4/8/2019,312,260243,362068,"195,8",646598,509465,"198,97",159483,176970,"2907,06",495695072,489821984
4/5/2019,"311,9",247871,365017,200,296385,501604,"199,17",264962,175073,"2905,58",457842496,492119648
4/4/2019,"308,9",346037,378461,"197,5",400849,524776,"207,12",172866,172871,"2907,41",505162656,495196160
4/3/2019,"317,7",279884,378524,"200,6",387472,541918,"206,32",154524,174410,"2888,32",415962880,505687904
4/2/2019,"313,3",264192,378584,"198,05",521481,559183,"205,63",263122,176180,"2888,21",401127840,518739360
4/1/2019,"311,2",289199,381119,"200,6",467022,573942,"198,28",134137,171915,"2878,2",448236928,533621760
3/29/2019,309,402548,380998,"196,8",661212,562573,"199,77",126254,169829,"2895,77",468429120,549272320
3/28/2019,308,403599,374954,193,1388831,542372,"199,47",166716,167794,"2892,74",472262240,558642688
3/27/2019,"301,5",737262,371208,"200,4",592777,478936,"198,38",107712,166623,"2879,39",444465984,650051136
3/26/2019,318,447934,346590,206,460308,469089,"200,26",140205,168683,"2873,4",597904896,661187200
3/25/2019,311,333435,345782,"205,2",390952,481145,"197,73",195505,176049,"2867,24",473309120,662473728
3/22/2019,"310,9",344513,353072,"206,8",494072,484560,"198,63",320532,179178,"2867,19",528797184,667311040
3/21/2019,"312,7",259926,399281,207,292825,490421,"195,55",137740,172728,"2834,4",670334848,668092352
3/20/2019,"314,8",464588,475001,"206,8",312391,523425,"195,3",157752,175909,"2815,44",453489408,658787008
3/19/2019,"314,3",349784,568926,"208,8",328798,562203,"195,7",153041,176763,"2805,37",514309280,668375040
3/18/2019,"309,2",304479,583359,206,528681,592367,"194,11",131025,179619,"2818,46",530159648,669346240
3/15/2019,"312,6",449538,594976,"207,6",643974,616970,"193,96",231929,185972,"2798,36",503990208,672404800
3/14/2019,313,346979,594929,"206,6",657967,628526,"195,74",195954,182106,"2800,71",662539136,679763584
3/13/2019,"309,4",280788,626355,"199,9",646452,652752,"192,02",181072,182277,"2854,88",611734528,675089536
3/12/2019,"309,6",302206,653115,"199,8",742874,709833,"191,47",199144,184775,"2824,23",624364096,685868928
3/11/2019,"311,1",287392,676423,197,296483,796973,"194,65",102855,182153,"2832,57",682995008,678130624
3/8/2019,"308,9",311881,684952,"196,3",358195,807763,"195,4",95730,194127,"2832,94",608985216,669376000
3/7/2019,309,347414,693568,"197,1",437297,813701,"195,84",149148,208097,"2822,48",1843388672,667469952
3/6/2019,"310,7",367987,694798,"198,7",445068,807269,"195,1",138612,207700,"2808,48",611507200,580400128
3/5/2019,"313,5",435821,724639,"200,4",641140,810888,"196,54",250700,206455,"2810,92",617202624,573544832
3/4/2019,"313,6",442781,732340,"200,2",442185,806162,"197,83",242438,200135,"2791,52",545868608,570142400
3/1/2019,"313,1",1037656,730702,"198,3",581981,804361,"192,72",223779,196389,"2783,3",540516608,568815616
2/28/2019,"316,1",1395716,690126,197,787884,787983,"191,87",185456,198956,"2743,07",530754912,579041664
2/27/2019,324,1873470,629150,"196,2",894069,777552,"192,02",170569,206241,"2748,93",597309632,578798208
2/26/2019,"286,6",566275,537175,"198,1",781255,756002,"189,29",195869,203879,"2771,45",528877568,574698624
2/25/2019,283,478729,530570,"199,8",897726,733382,"189,74",226324,204059,"2789,65",576038080,579271744
2/22/2019,"281,6",448834,543234,195,817309,706264,"187,95",173946,207963,"2792,81",614371840,576293248
2/21/2019,"280,3",818374,564933,195,1021368,687517,"190,68",198512,209670,"2803,69",592428608,572507648
2/20/2019,"284,7",682189,551185,"201,4",1502658,653960,"188,34",218544,209433,"2784,49",773425472,574743680
2/19/2019,"285,9",651822,540815,"200,4",2049973,586675,"186,8",159808,206254,"2792,38",508288896,558896576
2/18/2019,"296,8",415332,525712,"220,6",458332,488410,"185,41",282477,210674,"2793,9",551675776,563778816
2/15/2019,299,441117,527664,"219,6",447268,483351,"185,07",305269,212763,"2796,11",580394880,563131072
2/14/2019,302,365866,531270,"221,4",340815,487893,"184,32",143196,208039,"2792,67",537341696,567256768
2/13/2019,"305,8",815606,536824,"222,4",499356,501195,"183,18",119942,213888,"2774,88",508676960,599751680
2/12/2019,"305,7",551339,531143,"220,2",570255,511179,"183,03",155896,224545,"2784,7",566166656,606954304
2/11/2019,"293,4",418212,524403,217,415161,513340,"181,99",186243,235861,"2779,76",525966976,603860800
2/8/2019,287,429012,509783,"210,6",336312,509350,"183,38",262293,254613,"2775,6",693907392,607513792
2/7/2019,"289,6",481077,501165,"211,6",631419,549108,"184,97",294731,259313,"2745,73",527102528,603871872
2/6/2019,"289,4",493848,493200,"209,6",570823,541667,"188,15",135131,257500,"2753,03",535815808,610578368
2/5/2019,291,467189,497088,"212,6",441950,539415,"188,1",198573,260355,"2744,73",597474176,613129152
2/4/2019,"281,4",668691,492696,208,490963,541472,"187,85",284890,262751,"2709,8",531360736,622468544
2/1/2019,"278,7",774321,510966,207,536102,543101,"185,02",199538,256623,"2707,88",557587776,639359616
1/31/2019,"280,8",612148,509655,"205,6",518015,539943,"184,92",194960,260967,"2706,05",625969920,643898944
1/30/2019,"282,7",526645,496178,210,493379,533417,"181,59",170868,263695,"2731,61",535718912,642717440
1/29/2019,290,425271,507220,"212,6",575996,542134,"179,21",226099,262825,"2737,7",581522368,646835840
1/28/2019,290,444617,529780,"210,2",382457,536844,"179,65",313823,267004,"2724,87",541958848,648141056
1/25/2019,"290,5",495204,530445,"209,2",515385,540319,"182,14",234407,267248,"2706,53",642280896,648231232
