Date,Last Price,Volume,SMAVG (15),Last Price Demant,Volume Demant,SMAVG (15) Demant,Last Price Sonova,Volume Sonova,SMAVG (15) Sonova,Last Price SP,Volume SP,SMAVG (15) SP
3/17/2022,332,444629,512815,"289,8",375984,383771,"365,1",288887,189092,"4262,45",741652608,785203712
3/16/2022,"337,3",559054,525816,"282,2",425478,390430,"353,7",185666,181271,"4173,11",722842752,783707072
3/15/2022,"312,5",423465,514602,262,235162,377839,"357,8",153464,180382,"4204,31",629698944,788251328
3/14/2022,311,484025,516643,"264,4",258997,386366,"337,8",108778,176926,"4259,52",650304960,786272704
3/11/2022,"302,8",558802,519612,"258,6",455907,385705,337,117803,183552,"4277,88",791121920,782415680
3/10/2022,"295,5",404143,528263,"257,4",270319,368279,"338,4",136575,182896,"4170,7",920407744,769492096
3/9/2022,"308,2",611124,532140,"263,2",463221,363944,"332,3",148695,183101,"4201,09",888361728,753805504
3/8/2022,"298,5",596751,515352,"256,7",301462,351114,"334,1",174200,180577,"4328,87",744135360,745236416
3/7/2022,"314,5",450793,501827,"264,8",384662,346958,"312,3",208769,174873,"4363,49",696400576,740012608
3/4/2022,324,360369,504352,"269,4",311655,339385,318,251690,167886,"4386,54",737531392,733857408
3/3/2022,"333,7",527791,513953,"270,6",286705,342157,"329,6",219390,158745,"4306,26",848578496,724917888
3/2/2022,"329,4",640198,539849,"270,6",462647,346236,"349,4",144985,150315,"4373,94",1036764864,708731136
3/1/2022,"338,6",453278,525745,"278,8",453113,348157,358,198936,149221,"4384,65",713492672,684082368
2/28/2022,"350,5",592344,534910,"279,9",617512,373105,"358,3",156350,143920,"4288,7",991044160,683293888
2/25/2022,"331,1",585461,517069,"266,7",453738,355853,357,342198,144788,"4225,5",665717440,668516608
2/24/2022,"328,7",639638,497995,"264,3",475870,336947,"345,5",171568,129375,"4304,76",719202688,670394880
2/23/2022,"331,6",390845,477443,"266,5",236613,318699,"332,5",172330,126230,"4348,87",791007296,687663488
2/22/2022,"338,6",454076,473607,"266,9",363074,314979,"330,6",101628,124368,"4380,26",600019328,684347840
2/21/2022,"331,2",528564,460831,"262,5",249082,300648,"328,4",208163,129016,"4475,01",592449856,695158720
2/18/2022,"332,9",688569,453059,"267,9",194516,302713,314,107960,122886,"4471,07",597267584,711257792
2/17/2022,"351,3",462300,428936,"274,9",205289,323764,"324,3",139646,124238,"4401,67",685108736,726289152
2/16/2022,"371,8",359307,420842,"278,8",270779,345742,"328,5",110838,123197,"4418,64",759825856,750700416
2/15/2022,"367,6",393867,430071,"278,3",239122,339600,"327,4",88645,129940,"4504,08",665777792,762928448
2/14/2022,366,488670,436637,"267,3",271057,350353,325,103966,135457,"4587,18",604072896,760953920
2/11/2022,"381,1",504382,454556,"273,7",353245,356797,"318,9",114573,143933,"4521,54",603438592,763114944
2/10/2022,375,916239,462657,"272,8",347886,345575,323,92933,153308,"4483,87",605777600,773092160
2/9/2022,"376,8",428635,421353,"279,8",491462,333001,"324,6",128581,154862,"4500,53",667033024,775151232
2/8/2022,363,590752,413788,"263,3",827326,319820,"327,2",119423,153980,"4477,44",701665536,769643328
2/7/2022,"379,2",324729,394038,"279,2",358731,275699,"315,3",169366,159351,"4589,38",769385280,758975744
2/4/2022,388,299352,386640,"286,5",170160,261387,"324,7",111004,158619,"4546,54",693891136,746209152
2/3/2022,"383,8",331354,394135,288,202144,264036,323,124401,158801,"4515,55",978232000,748430976
2/2/2022,"403,8",333311,393631,305,180814,262653,"324,8",144386,159503,"4431,85",741272704,725450432
2/1/2022,"396,5",262441,396746,"294,1",148102,263063,340,171358,162059,"4326,51",762182336,717670912
1/31/2022,"397,6",411980,408016,291,280065,268674,"333,6",116211,162489,"4349,93",833935680,715487808
1/28/2022,"386,4",326719,406850,"284,3",510281,270065,327,128243,166720,"4356,45",822737792,706341952
1/27/2022,395,340885,405776,"289,1",534952,256170,"320,3",124033,172922,"4410,13",1051278016,690584768
1/26/2022,"395,3",497742,411466,"288,8",178653,234567,"317,9",211983,173824,"4397,94",943246528,648693632
1/25/2022,"373,2",492370,404670,"280,8",400416,233109,"315,7",171390,170113,"4482,73",636160000,607912768
1/24/2022,368,757456,404617,"279,6",367715,222441,"305,5",231113,165103,"4532,76",636487936,589902208
1/21/2022,"396,4",625895,375209,"296,5",184915,215422,"304,8",255190,158145,"4577,11",753096576,571254080
1/20/2022,395,296677,349752,304,159286,210602,"323,3",116242,147317,"4662,85",636663744,547359744
1/19/2022,389,315152,347347,"301,7",293746,206508,"330,7",115357,143470,"4659,03",584414848,533799840
1/18/2022,"381,6",294502,348583,"302,1",165507,195807,"326,7",199981,139404,"4726,35",541651904,525270720
1/17/2022,394,213761,348719,315,144047,189015,"321,6",158390,130002,"4713,07",577885632,530503360
1/14/2022,"389,8",411784,350415,"308,2",209897,188412,"327,7",113732,122632,"4670,29",727218816,537393920
1/13/2022,"387,2",323787,347763,"316,8",181400,187521,"321,4",134937,120631,"4677,03",633523584,629343424
1/12/2022,"392,5",380039,349426,"324,1",186970,195696,"330,7",182729,118497,"4696,05",624580032,637437120
1/11/2022,"391,9",431491,356927,"328,5",232257,194353,"330,2",177806,113607,"4700,58",729435712,642309760
1/10/2022,"376,3",394489,381229,"323,1",300935,194850,"326,3",179675,109728,"4793,54",696748096,641692736
1/7/2022,391,310614,391861,"329,6",301858,184947,"322,5",221268,112729,"4796,56",586380416,640284352
1/6/2022,"395,8",426237,397545,332,210900,179677,"336,6",137563,109604,"4766,18",422911008,637455232
1/5/2022,"414,7",395793,396006,333,156793,177381,"342,2",156326,109092,"4778,73",331532832,643381888
1/4/2022,"410,8",491577,388259,"338,5",240393,185219,"350,3",96232,107981,"4793,06",366001664,659574912
1/3/2022,"415,8",316340,377437,"339,3",262425,186266,"354,6",126749,106804,"4786,35",356766656,680885568
12/30/2021,"411,3",244031,382318,"335,1",112618,183563,"358,5",92763,106615,"4791,19",394681056,702996096
12/29/2021,"412,4",260613,411278,"337,2",97880,200205,"357,8",58536,108123,"4725,79",433265184,725407744
12/28/2021,"405,8",333691,424497,"335,9",133227,213961,"359,6",54374,115322,"4696,56",456478336,747848384
12/27/2021,"411,6",296538,439082,"334,5",63626,225107,"357,4",58952,123900,"4649,23",620141376,768041600
12/23/2021,"401,3",239208,451998,"330,9",135008,233897,"354,8",47844,128530,"4568,02",681243776,826331648
12/22/2021,"400,3",371994,465125,"327,1",196523,245290,"353,7",83710,135885,"4620,64",2106461568,826517056
12/21/2021,"385,4",348741,470005,"313,1",304026,252263,"349,7",102933,142966,"4668,67",754929152,721605952
12/20/2021,"383,3",492550,502738,"308,1",166822,268698,"339,5",109380,147217,"4709,85",697670016,705837568
12/17/2021,"400,2",796026,503795,312,239717,274902,"333,4",119613,182875,"4634,09",720179712,696837056
12/16/2021,"389,5",553961,487609,"311,6",152390,277317,"339,5",224696,187591,"4668,97",675622208,691102144
12/15/2021,"385,8",395869,479223,"311,4",222803,274881,"338,5",174395,185566,"4712,02",543943488,691368000
12/14/2021,"374,7",403165,492115,"308,1",176458,270660,"341,3",129870,181353,"4667,45",511811264,691911744
12/13/2021,"385,6",279579,494183,"319,5",274366,289072,"333,5",139667,184060,"4701,21",574428672,691607616
12/10/2021,385,329256,500021,"315,3",256108,286974,"343,1",78578,186264,"4686,75",685661376,686317440
12/9/2021,"382,5",389555,509999,"318,2",221871,286450,"343,9",123914,187988,"4591,67",688424640,673204544
12/8/2021,"379,4",678428,507664,"315,3",362251,290651,344,115379,191235,"4538,43",730855424,658726208
12/7/2021,"379,7",458892,493230,"312,2",304214,278933,"344,3",166529,194493,"4577,1",769875008,638295872
12/6/2021,"359,3",552471,504993,"296,9",300419,273994,"347,8",183039,192398,"4513,04",759376576,623016064
12/3/2021,"359,1",490281,510122,"303,2",195481,279238,"337,1",128396,195636,4567,1494491648,608096512
12/2/2021,"370,7",436105,522144,"304,4",305899,282112,"335,4",158172,203061,"4655,27",684025280,544479744
12/1/2021,"373,4",445191,545176,322,301124,281536,"337,4",189922,201071,"4594,62",532795040,539628096
11/30/2021,377,839740,547434,"313,7",550550,280068,"350,5",166704,193659,"4701,46",518402720,545430208
11/29/2021,"385,6",508403,513673,"314,6",259879,255006,"346,5",644252,191839,"4690,7",562663104,548554688
11/26/2021,"397,1",553243,516795,"315,2",275946,250649,"344,2",190345,156348,"4682,94",634155776,547462272
11/25/2021,"398,8",428165,515685,"323,6",115849,256954,"346,3",194328,158249,"4697,96",679610368,539862656
11/24/2021,393,589247,521832,"315,2",159492,264405,"350,4",111203,153267,"4704,54",552099200,541442880
11/23/2021,383,434187,519306,"318,2",452636,273881,"346,9",170468,153409,"4688,67",507249312,540358976
11/22/2021,"399,1",367151,521830,"336,6",242895,278591,"348,7",172738,148496,"4700,9",495076544,543942592
11/19/2021,"407,8",478931,535233,"341,1",248250,286052,"357,2",104430,144320,"4682,8",488967488,544932864
11/18/2021,"399,5",354523,603733,"338,2",284880,288103,"363,8",172622,146261,"4682,85",471249408,545827392
11/17/2021,403,461916,598105,"332,9",186482,296454,363,164240,144935,"4649,27",424400832,545522624
11/16/2021,"397,5",635334,589274,334,230122,302838,"368,6",135118,139243,"4646,71",540677632,549240000
11/15/2021,"387,3",629411,563574,"336,7",379091,300663,"369,2",231595,135544,"4685,25",535583104,544073600
11/12/2021,"397,2",670610,539295,"335,4",238591,297630,"373,7",239783,125516,"4701,7",540240256,536695904
11/11/2021,"395,2",781586,512435,"331,4",297258,295606,"396,7",128323,116427,"4697,53",611250944,534684000
11/10/2021,398,479062,486341,"323,2",279104,292007,"389,8",78735,112202,"4680,06",619826048,537995456
11/9/2021,"406,8",333319,479587,"335,2",174609,308265,387,139400,113637,"4660,57",565270400,531584576
11/8/2021,"403,9",555241,496051,"331,4",194525,355137,"398,3",111892,111394,"4630,65",546276608,528620288
11/5/2021,"400,6",536592,489685,"333,8",370528,359185,387,218855,116960,"4613,67",520161984,527521024
11/4/2021,"412,7",520367,479534,"330,2",227613,359794,"390,6",119603,107732,"4605,38",703313408,521799040
11/3/2021,"413,1",551356,474386,"331,3",301636,404143,"398,8",113326,106547,"4596,42",535840864,504436672
11/2/2021,"423,6",472054,476498,"330,7",523286,404256,"386,5",96778,107652,"4551,68",561003648,502967616
11/1/2021,"411,6",568200,469079,"319,1",354809,387318,"386,9",110097,112542,"4574,79",509930528,502937472
10/29/2021,"390,5",1506418,464235,"311,7",279014,386661,"384,7",133545,111572,"4566,48",502385568,505239168
10/28/2021,"425,8",270105,395138,319,410143,391157,"378,3",152735,110957,"4544,9",466677472,518074560
10/27/2021,"422,7",329453,409187,"306,1",282240,379376,"387,1",78853,109897,"4549,78",480161216,526904320
10/26/2021,423,249829,464323,"307,3",197497,397395,"380,3",79643,115448,"4536,19",463182016,542110592
10/25/2021,"426,1",265235,536154,"308,7",333595,414331,"381,9",81176,122211,"4519,63",424917824,545248896
10/22/2021,"421,4",267704,548869,307,208226,411224,"379,7",103441,129387,"4486,46",510061344,560923904
10/21/2021,"416,6",390178,551667,"304,9",243283,413357,"374,2",64950,128292,"4471,37",660923200,562505472
10/20/2021,"420,2",377757,579635,"300,5",522977,425594,375,100267,132189,"4438,26",523662592,548253888
10/19/2021,"416,2",580270,580930,291,877676,416124,"368,4",105755,134829,"4363,8",520806016,546145088
10/18/2021,"409,2",459762,587992,"291,4",255250,393819,"364,2",195369,134802,"4350,65",529787808,547864896
10/15/2021,"413,8",384317,590791,"290,4",379662,402239,"361,6",80435,133448,"4361,19",434331968,547513920
10/14/2021,"411,4",443145,590740,287,892847,400440,"359,6",101840,138954,"4391,34",442878208,566220288
10/13/2021,"414,3",583050,580678,"301,7",303337,362912,"358,4",129903,142616,"4399,76",513804704,657205760
10/12/2021,415,360756,558931,295,269211,358710,"355,2",170120,139425,"4363,55",560551488,658378688
10/11/2021,"414,1",495543,558666,"292,7",344953,361223,348,95553,137438,"4345,72",544456128,661670016
10/8/2021,420,469961,558337,"294,5",346457,364341,345,124311,140108,"4300,46",694916544,660714944
10/7/2021,"429,2",480838,579627,"307,1",233434,367202,"340,1",136835,142612,"4357,04",599123712,650735616
10/6/2021,"432,2",1156504,566217,"304,2",552517,365449,"350,5",162122,148472,"4307,54",708255680,643486400
10/5/2021,"406,4",1327297,509880,"306,4",451545,350516,"344,9",181088,148197,"4359,46",510256064,627173248
10/4/2021,"437,2",455948,444412,"307,1",286978,344433,"347,1",188814,146671,"4352,63",660042752,624292992
10/1/2021,"446,6",309673,447954,"317,3",240227,344414,"344,8",87025,148051,"4443,11",533785376,612616512
9/30/2021,"445,1",809699,452947,"323,6",426840,344726,"353,2",123392,149749,"4455,48",447148832,604649920
9/29/2021,"447,5",397180,433710,"325,3",380932,330237,"355,2",139874,150207,"4448,98",492031296,605743168
9/28/2021,"446,2",686209,441354,333,543090,324464,"353,6",105356,151261,"4395,64",546603328,604901120
9/27/2021,"465,1",501752,421288,334,381552,305025,353,175049,153756,"4354,19",524522432,616159808
9/24/2021,"474,2",383543,413321,347,352684,295060,"363,1",163022,148430,"4357,73",714928192,608926400
9/23/2021,"483,3",292216,411133,363,329928,285437,"373,3",156770,143539,"4432,99",1807659392,590086720
9/22/2021,"480,8",256847,416832,"356,9",240296,274821,"384,5",82038,138284,"4473,75",531399520,497442048
9/21/2021,"484,6",356786,429093,"354,7",306909,357502,"381,2",140327,140776,"4480,7",609921408,494805408
9/20/2021,"474,9",490605,458303,"340,4",391720,361484,"384,2",135602,137824,"4443,05",530129920,482936224
9/17/2021,485,789303,446697,"358,5",389371,342816,"374,9",161868,142671,"4468,73",545226240,479261600
9/16/2021,"480,4",279692,422646,"356,7",207149,327281,"379,2",224729,135757,"4458,58",490385728,477934080
9/15/2021,"475,1",311456,433450,"350,7",328522,322199,384,158000,125992,"4493,28",463557760,481439232
9/14/2021,"478,5",345268,446429,"359,6",360298,312595,"372,7",158198,121903,"4514,07",467052480,482659744
9/13/2021,"470,2",509083,480607,"352,8",286688,307815,"371,7",209520,116555,"4520,03",484895712,482949376
9/10/2021,480,384562,507588,"358,1",244909,303685,"358,2",112493,111803,"4535,43",414286336,481484736
9/9/2021,"491,4",521142,555910,"358,8",209512,303019,"361,3",130252,108249,"4536,95",463547520,478920128
9/8/2021,"499,5",511845,654370,"356,5",294333,316431,"359,6",155690,105165,"4524,09",479401088,476314496
9/7/2021,496,385213,646356,"360,8",251501,318556,"363,5",142779,105193,"4522,68",715483264,475988704
9/6/2021,"493,7",382261,653319,"364,1",232085,324857,"367,3",95164,102662,"4528,79",416021088,459159456
9/3/2021,487,350713,646768,"364,9",208334,331887,"364,6",89662,103455,"4509,37",432333056,461147712
9/2/2021,"487,4",377700,640189,"371,5",170684,343560,"358,3",77932,104805,4470,417989408,464030752
9/1/2021,480,440761,647344,362,1480511,401882,"363,2",119423,106180,"4496,19",491850144,468763648
8/31/2021,"473,9",794944,631445,357,366650,328751,"358,4",96044,108589,"4486,23",431883776,474451712
8/30/2021,"479,9",316517,599666,"358,4",111686,326266,353,208317,110023,"4479,53",475010304,482838336
8/27/2021,"475,4",428530,591030,"356,4",156347,335091,"359,4",58145,102622,"4441,67",525313568,484843712
8/26/2021,467,441753,578463,"354,6",130928,349993,"356,9",78255,108776,"4405,8",542963200,496808352
8/25/2021,"467,1",506145,563047,"354,7",184453,350400,"351,8",96671,110370,"4400,27",481865280,493394752
8/24/2021,465,857941,545037,"354,2",288601,352921,"354,1",77973,111662,"4448,08",471396864,496847584
8/23/2021,478,913794,509924,"359,5",224743,348406,"351,5",138244,114882,"4479,71",462926336,500855200
8/20/2021,"468,3",1109396,464517,"356,9",234921,344419,"358,6",59191,111261,4468,375816896,503173984
8/19/2021,"473,5",1998041,421138,350,410687,341563,"358,7",83991,113037,"4460,83",424463072,507714144
8/18/2021,540,391625,315059,"355,8",326205,339916,"354,9",156106,116008,"4447,7",474514080,509946304
8/17/2021,533,489662,316219,353,346021,329877,"361,5",104808,111364,"4436,75",463044800,515566528
8/16/2021,"518,8",284005,303836,348,337535,324955,"358,3",107068,109688,"4432,35",445844768,530886208
8/13/2021,524,252016,294535,"352,2",383431,313780,"358,9",109903,110823,"4436,52",475578816,549476672
8/12/2021,"528,8",485029,286610,"350,2",1045512,295095,360,98561,112175,"4429,1",488983008,556926016
8/11/2021,"549,2",202274,270187,"363,6",383544,232203,"361,4",155558,112753,"4402,66",577170880,558640768
8/10/2021,"550,8",318267,268253,"370,3",329372,222211,"357,3",117559,110560,"4423,15",557683072,555280832
8/9/2021,556,186973,259563,"378,7",244066,216564,"361,8",97294,111135,"4387,16",505090816,547915328
8/6/2021,559,240020,262802,"376,4",379883,213842,"364,9",150463,111511,"4395,26",704783616,546289408
8/5/2021,"563,8",210520,258814,"389,3",137025,202414,"365,2",102160,113732,"4419,15",491758912,533827776
8/4/2021,"568,4",235997,256093,"389,8",222268,217189,"369,5",116051,120637,"4400,64",533657984,538516864
8/3/2021,"566,6",331241,250451,"385,3",220883,218413,"367,9",126269,125951,"4401,46",531510816,537521728
8/2/2021,"552,8",232685,241431,387,164934,221916,"360,2",83936,126834,"4422,3",497708192,540743488
7/30/2021,"549,6",458716,251247,"383,3",192073,246251,"358,5",85827,129966,"4411,79",443919168,536482720
7/29/2021,"551,4",406858,262848,"379,4",385988,314716,"355,9",128564,138729,"4367,48",457945728,539638272
7/28/2021,565,409020,255496,376,175619,312159,"353,8",86436,165441,"4358,69",558817216,548223488
7/27/2021,"572,6",303912,258757,"366,4",272193,332165,"353,4",79676,174442,"4323,06",692840000,541920128
7/26/2021,"574,4",144490,257644,"362,5",169911,329587,"346,6",124089,180461,"4258,49",724701568,531362176
7/23/2021,"581,6",133146,259649,"367,7",103161,326240,"347,7",130182,181942,"4327,16",587319424,551104896
7/22/2021,"577,6",238690,270460,"365,7",102118,345053,"352,2",107237,181121,"4360,03",514704192,544543552
7/21/2021,"565,8",173264,268416,357,233674,362050,"349,5",122663,182174,"4374,3",526771616,541996800
7/20/2021,556,187911,281587,"347,3",244666,376573,"344,1",126174,184201,"4369,21",447201120,541422080
7/19/2021,"562,6",235556,294405,"356,1",203241,382907,"340,7",102937,191504,"4384,63",480701632,550649792
7/16/2021,"566,2",180211,301295,"352,3",208459,395666,"343,9",183778,195361,"4369,55",517859168,625457280
7/15/2021,"563,6",169703,309953,"347,7",358645,400086,"342,9",205739,193469,"4320,82",562095232,637107136
7/14/2021,575,151356,321963,"355,2",240637,408483,"346,8",195753,190762,"4358,13",518731264,640181312
7/13/2021,"573,4",195952,344021,"352,9",273427,413706,"340,9",139520,189692,"4343,54",579836352,638667008
7/12/2021,"568,2",379918,359179,352,529950,417528,"340,2",130917,193123,"4352,34",433797312,633518528
7/9/2021,"551,4",632728,352568,"337,1",1219057,403602,"339,2",217271,199700,"4319,94",491252672,635695680
7/8/2021,"582,6",296582,338156,"371,6",347632,356802,"330,2",529250,201676,"4297,5",586723584,637219008
7/7/2021,"586,2",457931,338936,"377,6",475704,370762,"355,3",221441,188253,"4291,8",464266880,630789440
7/6/2021,570,287216,327899,"366,4",233526,367439,"358,8",169964,186486,"4290,61",534470528,638644480
7/5/2021,562,174565,342351,"359,5",119698,396771,"352,3",146301,187972,"4280,7",1020842112,634156032
7/2/2021,"561,2",295311,357874,"363,9",385360,406407,"351,9",117871,193127,"4266,49",488899264,597162048
7/1/2021,"556,4",208034,368547,"358,3",357070,400306,354,123033,197348,"4241,84",476502784,601905792
6/30/2021,"547,8",370834,385857,353,451524,409083,"349,4",153073,201961,"4246,44",518151264,606963648
6/29/2021,"556,8",380172,393917,"356,8",339674,409282,348,235708,203992,"4224,79",585617088,609491712
6/28/2021,"556,2",338907,392005,"357,8",394628,409583,"347,8",160797,196219,"4166,45",1602813312,609317632
6/25/2021,"545,6",310087,385457,356,274762,413884,"345,5",155394,195149,"4221,86",692607232,588776064
6/24/2021,"546,6",349848,392759,353,484598,408829,"345,5",165139,201913,"4223,7",608208064,580292416
6/23/2021,"538,8",482234,401174,348,318980,412766,"341,7",179696,199786,"4246,59",496016800,575506240
6/22/2021,"550,8",423311,386708,348,330764,432541,"334,2",190992,200476,"4255,15",502609184,575184896
6/21/2021,536,280761,384349,"342,4",321054,440200,"335,3",229569,203599,"4247,44",466454816,585781312
6/18/2021,"543,8",416548,374587,"347,8",517049,444210,"332,7",246908,204095,"4239,18",514102432,592703488
6/17/2021,"539,6",308286,369225,351,557036,426359,"333,3",327909,198820,"4219,55",490279648,603078400
6/16/2021,"534,4",292369,391127,"350,6",425857,420285,"329,7",194940,192237,"4227,26",582092992,609232640
6/15/2021,"534,6",503994,398716,"354,8",673517,421933,"328,5",192253,204820,"4226,52",467143648,608543616
6/14/2021,"521,2",407421,389284,"343,8",264236,398879,"330,8",223625,207283,"4229,89",465931744,610847552
6/11/2021,516,455405,393986,"341,7",293834,401191,"326,4",181178,211667,"4192,85",560056000,618080512
6/10/2021,"520,4",467671,385660,"340,2",488729,406065,321,192232,223322,"4208,12",552370496,624260416
6/9/2021,"529,8",491735,377987,"343,2",454519,402292,"321,2",183533,222088,"4202,04",556072384,627530944
6/8/2021,"515,4",351494,398169,"348,6",344187,402046,"325,5",119119,231277,"4204,11",583005888,632319360
6/7/2021,"507,2",240685,444929,"348,6",459133,427152,"320,2",144742,257211,"4200,88",1294689920,629581568
6/4/2021,"505,8",419624,482013,"345,3",198949,426151,"325,3",256865,261903,"4195,99",565352448,583382400
6/3/2021,"500,4",476069,496081,"339,6",543653,453634,"315,8",133234,257320,"4188,13",536415456,583969664
6/2/2021,"506,8",265241,491955,"338,1",615596,440594,313,190040,262684,"4197,05",491196288,591368512
6/1/2021,520,387927,502342,"336,9",445651,423659,"311,4",237834,265713,"4155,86",661555904,596930240
5/31/2021,517,134338,527464,"333,6",381205,641928,"316,3",237008,258204,"4159,12",570286976,602044608
5/28/2021,519,336111,541702,"326,1",249277,647300,"319,8",167786,250760,"4115,68",669726656,604282048
5/27/2021,512,636823,545385,"316,5",465935,666705,"318,9",229162,251547,"4127,83",582592448,596686016
5/26/2021,520,406199,518710,320,450581,658093,"311,1",383682,243134,"4163,29",571758336,592417408
5/25/2021,"514,8",362516,506889,"314,4",327702,655028,"312,1",229203,226280,"4173,85",501702752,589998912
5/21/2021,515,477959,495501,"310,4",298908,655492,"312,8",289391,217841,"4112,5",574425408,591887296
5/20/2021,"503,6",330504,478467,"305,5",366953,655737,"311,5",355996,209099,"4063,04",652754688,592703040
5/19/2021,"491,4",352584,470941,301,432137,652053,"297,4",173722,194899,"4152,1",601429056,586049280
5/18/2021,"496,9",794460,462224,"307,1",450816,640412,296,321372,190774,"4188,43",627898368,582143104
5/17/2021,"490,1",1052890,435580,298,720786,634440,"290,8",508132,188403,"4232,6",541938368,576682816
5/12/2021,"475,1",796955,388389,"298,7",444113,605590,"260,8",215116,160204,"4201,62",601702912,585224256
5/11/2021,"486,9",630634,355057,303,611203,592881,"255,6",188118,152917,"4167,59",574161152,582224192
5/10/2021,504,414179,341462,"315,7",348054,565157,"254,9",213699,149243,"4164,66",647398656,580421760
5/7/2021,520,421052,331740,324,361562,563915,"258,1",235475,142307,"4192,66",574622080,572182080
5/6/2021,"505,8",764750,324493,"318,8",3719693,557398,"265,8",125198,135292,"4181,17",738271680,568977280
5/5/2021,"543,2",347912,319250,"327,5",461786,343610,273,125349,140339,"4211,47",603848000,553779840
5/4/2021,"541,4",391364,319233,"313,3",540341,336922,"267,9",179596,141795,"4183,18",555786112,549689920
5/3/2021,"566,2",236688,308751,"309,7",336766,321506,"274,1",102968,139142,"4186,72",518564000,545238272
4/29/2021,"558,4",228890,308937,"310,2",404607,314070,271,130871,141690,"4187,62",535480160,548790592
4/28/2021,"558,2",191692,314172,"310,5",334662,315428,"273,5",102612,140403,"4180,17",530028544,552702592
4/27/2021,"566,8",222446,316557,"310,6",302579,323175,"270,1",158257,140864,"4134,98",586661632,553986304
4/26/2021,"563,6",217621,324898,"312,3",311692,334966,"270,3",142993,139132,"4173,42",552948864,567593600
4/23/2021,"559,6",221820,332333,"311,4",257522,328555,"267,5",111860,142165,"4134,94",542835776,567349248
4/22/2021,"554,8",394807,342167,"311,1",361234,324601,"269,9",285794,145291,"4163,26",545994752,573598016
4/21/2021,541,345024,335774,"305,6",288037,316769,"269,5",85150,138612,"4185,47",670059968,585180736
4/20/2021,"531,4",296977,341200,"302,6",253475,317064,"270,4",105816,144679,"4170,42",556701824,582669504
4/19/2021,535,426714,340651,305,195349,317027,"269,7",133005,150447,"4124,66",547124416,586363904
4/16/2021,"545,2",268344,330919,"304,7",329427,323441,"266,4",109665,151298,"4141,59",523803680,594333888
4/15/2021,"542,8",312348,350846,"297,7",263796,339740,"266,2",130240,152045,"4127,99",526549664,604567936
4/14/2021,"538,8",686109,345003,"297,2",512875,335702,"267,9",200902,151262,"4128,8",510310240,724384896
4/13/2021,532,347645,339617,"295,9",361470,338862,"265,1",147194,148058,"4097,17",542499584,737063872
4/12/2021,"515,8",234140,344496,"291,1",309103,344629,"262,4",139804,148655,"4079,95",489011104,744416768
4/9/2021,"525,2",239477,351621,"289,8",225221,349653,"262,4",141193,154330,"4073,94",571848576,752257472
4/8/2021,"517,8",307416,370136,"288,8",424971,360460,"262,7",111555,155617,"4077,91",594159808,754130560
4/7/2021,"506,6",227469,384021,282,450881,355252,"260,1",109528,172758,"4019,87",549284544,753894144
4/6/2021,514,347560,404165,"279,4",479436,343440,"260,9",132276,175305,"3972,89",790771520,759531840
3/31/2021,"499,4",329139,404226,"268,7",215523,338320,"258,3",188494,177958,"3958,55",549283712,751501760
3/30/2021,494,369331,415463,"265,5",198219,345714,"257,7",158745,179165,"3971,09",636567104,762207360
3/29/2021,"510,4",298917,436435,"267,1",243746,355243,"258,9",185619,180043,"3974,54",719734912,770213760
3/26/2021,"507,6",426410,460028,"267,6",292473,372199,"255,3",176144,175528,"3909,52",632391616,777503040
3/25/2021,"491,6",288741,479880,"260,4",252912,381974,"250,4",192336,175071,"3889,14",612118400,792091200
3/24/2021,"488,1",280733,505603,"260,5",291561,407344,"251,9",145777,175998,"3910,52",666674304,796924928
3/23/2021,"491,8",567256,520122,"262,9",573919,423066,"254,6",120873,181519,"3940,59",677313664,794686144
3/22/2021,"479,7",224701,499275,252,203220,406889,"256,2",118490,182247,"3913,1",2323804160,791784768
3/19/2021,"474,7",605320,499208,"251,7",560274,408775,"255,8",152837,184787,"3915,46",700494720,700985664
3/18/2021,"480,3",420833,487030,"257,9",447981,402523,253,156155,188469,"3974,12",652793728,701810240
3/17/2021,"476,4",341014,477738,258,384453,390592,"252,6",224924,197382,"3962,71",606621312,704796288
3/16/2021,"487,6",517194,477334,"267,7",387330,387553,"243,5",160500,193609,"3968,94",599944960,714722432
3/15/2021,"475,1",515697,472186,"257,7",346856,380472,"242,7",368672,190752,"3943,34",590613504,720862848
3/12/2021,463,529622,452602,"251,6",273699,370298,"246,3",147728,179361,"3939,34",633849728,725838272
3/11/2021,"471,7",348489,435513,"253,5",402634,374368,"245,1",172075,176319,"3898,81",670320896,718274816
3/10/2021,"460,2",497681,432466,"247,7",326433,366346,"248,2",206594,171923,"3875,44",709867520,709785216
3/9/2021,465,683911,413662,"243,7",341154,364571,"243,5",171916,168234,"3821,35",756663296,702039680
3/8/2021,"452,5",652818,386148,"233,5",498082,365138,"235,6",117900,166516,"3841,94",829073408,682185600
3/5/2021,"453,2",724190,361409,"234,4",439098,352802,"235,9",169288,169957,"3768,47",851214144,665993152
3/4/2021,"474,7",674582,353236,"239,5",633465,348795,"233,7",206234,175989,"3819,72",684624448,646540032
3/3/2021,"499,5",498523,351641,"247,9",527393,343464,"227,6",228597,173416,"3870,29",633092928,633261504
3/2/2021,525,254549,347675,"261,3",331263,350870,"221,4",131790,165384,"3901,82",633792512,629276800
