Date,Last Price - GN,,Date,Last Price - Demant,,Date,Last Price - S&P,,Date,Last Price - Sonova,,Dato,GN,Demant,S&P,Sonova
4/18/2018,"213,9",,4/18/2018,238,,4/27/2018,"2669,91",,4/30/2018,"163,11",,4/18/2018,"213,9",238,"2708,64","157,45"
4/17/2018,"213,8",,4/17/2018,"234,6",,4/26/2018,"2666,94",,4/27/2018,"162,76",,4/17/2018,"213,8","234,6","2706,39","155,41"
4/16/2018,"209,7",,4/16/2018,"229,4",,4/25/2018,"2639,4",,4/26/2018,"163,06",,4/16/2018,"209,7","229,4","2677,84","152,68"
4/13/2018,"207,8",,4/13/2018,"226,8",,4/24/2018,"2634,56",,4/25/2018,"160,08",,4/13/2018,"207,8","226,8","2656,3","152,53"
4/12/2018,"208,7",,4/12/2018,227,,4/23/2018,"2670,29",,4/24/2018,"160,23",,4/12/2018,"208,7",227,"2663,99","149,4"
4/11/2018,"203,2",,4/11/2018,227,,4/20/2018,"2670,14",,4/23/2018,"160,63",,4/11/2018,"203,2",227,"2642,19","147,22"
4/10/2018,"204,8",,4/10/2018,230,,4/19/2018,"2693,13",,4/20/2018,"159,39",,4/10/2018,"204,8",230,"2656,87","149,06"
4/9/2018,"202,6",,4/9/2018,"226,2",,4/18/2018,"2708,64",,4/19/2018,"158,1",,4/9/2018,"202,6","226,2","2613,16","148,11"
4/6/2018,"202,5",,4/6/2018,"225,2",,4/17/2018,"2706,39",,4/18/2018,"157,45",,4/6/2018,"202,5","225,2","2604,47","148,06"
4/5/2018,"204,9",,4/5/2018,"225,4",,4/16/2018,"2677,84",,4/17/2018,"155,41",,4/5/2018,"204,9","225,4","2662,84","147,52"
4/4/2018,"202,1",,4/4/2018,"220,4",,4/13/2018,"2656,3",,4/16/2018,"152,68",,4/4/2018,"202,1","220,4","2644,69","143,29"
4/3/2018,"212,6",,4/3/2018,226,,4/12/2018,"2663,99",,4/13/2018,"152,53",,4/3/2018,"212,6",226,"2614,45","147,22"
3/28/2018,"213,4",,3/28/2018,"224,2",,4/11/2018,"2642,19",,4/12/2018,"149,4",,3/28/2018,"213,4","224,2",2605,"150,84"
3/27/2018,"212,5",,3/27/2018,"222,8",,4/10/2018,"2656,87",,4/11/2018,"147,22",,3/27/2018,"212,5","222,8","2612,62","148,26"
3/26/2018,"211,5",,3/26/2018,221,,4/9/2018,"2613,16",,4/10/2018,"149,06",,3/26/2018,"211,5",221,"2658,55","146,72"
3/23/2018,"213,6",,3/23/2018,222,,4/6/2018,"2604,47",,4/9/2018,"148,11",,3/23/2018,"213,6",222,"2588,26","147,07"
3/22/2018,"214,2",,3/22/2018,"228,6",,4/5/2018,"2662,84",,4/6/2018,"148,06",,3/22/2018,"214,2","228,6","2643,69","148,01"
3/21/2018,"218,1",,3/21/2018,"234,8",,4/4/2018,"2644,69",,4/5/2018,"147,52",,3/21/2018,"218,1","234,8","2711,93","150,2"
3/20/2018,"220,3",,3/20/2018,230,,4/3/2018,"2614,45",,4/4/2018,"143,29",,3/20/2018,"220,3",230,"2716,94","150,35"
3/19/2018,"220,3",,3/19/2018,229,,4/2/2018,"2581,88",,4/3/2018,"147,22",,3/19/2018,"220,3",229,"2712,92","149,95"
3/16/2018,"221,8",,3/16/2018,"231,6",,3/29/2018,"2640,87",,3/29/2018,"150,79",,3/16/2018,"221,8","231,6","2752,01","152,88"
3/15/2018,"223,1",,3/15/2018,235,,3/28/2018,2605,,3/28/2018,"150,84",,3/15/2018,"223,1",235,"2747,33","153,82"
3/14/2018,"221,8",,3/14/2018,232,,3/27/2018,"2612,62",,3/27/2018,"148,26",,3/14/2018,"221,8",232,"2749,48","151,99"
3/13/2018,222,,3/13/2018,"230,6",,3/26/2018,"2658,55",,3/26/2018,"146,72",,3/13/2018,222,"230,6","2765,31","152,14"
3/12/2018,"222,6",,3/12/2018,"231,6",,3/23/2018,"2588,26",,3/23/2018,"147,07",,3/12/2018,"222,6","231,6","2783,02","155,46"
3/9/2018,"220,2",,3/9/2018,"231,4",,3/22/2018,"2643,69",,3/22/2018,"148,01",,3/9/2018,"220,2","231,4","2786,57","155,26"
3/8/2018,"218,3",,3/8/2018,"229,8",,3/21/2018,"2711,93",,3/21/2018,"150,2",,3/8/2018,"218,3","229,8",,
,,,,,,3/20/2018,"2716,94",,3/20/2018,"150,35",,,,,,
,,,,,,3/19/2018,"2712,92",,3/19/2018,"149,95",,,,,,
,,,,,,3/16/2018,"2752,01",,3/16/2018,"152,88",,,,,,
,,,,,,3/15/2018,"2747,33",,3/15/2018,"153,82",,,,,,
,,,,,,3/14/2018,"2749,48",,3/14/2018,"151,99",,,,,,
,,,,,,3/13/2018,"2765,31",,3/13/2018,"152,14",,,,,,
,,,,,,3/12/2018,"2783,02",,3/12/2018,"155,46",,,,,,
,,,,,,3/9/2018,"2786,57",,3/9/2018,"155,26",,,,,,
