Date,Last Price - GN,,Date,Last Price - Demant,,Date,Last Price - S&P,,Date,Last Price - Sonova,,Dato,GN,Demant,S&P,Sonova
3/28/2023,"140,7",,3/28/2023,233,,3/28/2023,"3971,27",,3/28/2023,"254,5",,3/28/2023,"140,7",233,"3971,27","254,5"
3/27/2023,"143,4",,3/27/2023,"226,4",,3/27/2023,"3977,53",,3/27/2023,"253,5",,3/27/2023,"143,4","226,4","3977,53","253,5"
3/24/2023,"146,7",,3/24/2023,225,,3/24/2023,"3970,99",,3/24/2023,"249,3",,3/24/2023,"146,7",225,"3970,99","249,3"
3/23/2023,"145,2",,3/23/2023,"224,9",,3/23/2023,"3948,72",,3/23/2023,"257,4",,3/23/2023,"145,2","224,9","3948,72","257,4"
3/22/2023,"143,6",,3/22/2023,"223,8",,3/22/2023,"3936,97",,3/22/2023,"249,7",,3/22/2023,"143,6","223,8","3936,97","249,7"
3/21/2023,"143,2",,3/21/2023,"223,3",,3/21/2023,"4002,87",,3/21/2023,245,,3/21/2023,"143,2","223,3","4002,87",245
3/20/2023,"143,6",,3/20/2023,"223,5",,3/20/2023,"3951,57",,3/20/2023,"243,3",,3/20/2023,"143,6","223,5","3951,57","243,3"
3/17/2023,"147,75",,3/17/2023,221,,3/17/2023,"3916,64",,3/17/2023,"246,6",,3/17/2023,"147,75",221,"3916,64","246,6"
3/16/2023,"142,8",,3/16/2023,223,,3/16/2023,"3960,28",,3/16/2023,"245,2",,3/16/2023,"142,8",223,"3960,28","245,2"
3/15/2023,"146,35",,3/15/2023,"218,6",,3/15/2023,"3891,93",,3/15/2023,"236,9",,3/15/2023,"146,35","218,6","3891,93","236,9"
3/14/2023,"144,5",,3/14/2023,"231,4",,3/14/2023,"3919,29",,3/14/2023,"244,7",,3/14/2023,"144,5","231,4","3919,29","244,7"
3/13/2023,"147,55",,3/13/2023,"217,7",,3/13/2023,"3855,76",,3/13/2023,"240,1",,3/13/2023,"147,55","217,7","3855,76","240,1"
3/10/2023,"152,35",,3/10/2023,"211,3",,3/10/2023,"3861,59",,3/10/2023,"240,7",,3/10/2023,"152,35","211,3","3861,59","240,7"
3/9/2023,"157,55",,3/9/2023,"218,6",,3/9/2023,"3918,32",,3/9/2023,"245,9",,3/9/2023,"157,55","218,6","3918,32","245,9"
3/8/2023,"154,7",,3/8/2023,"212,2",,3/8/2023,"3992,01",,3/8/2023,"240,3",,3/8/2023,"154,7","212,2","3992,01","240,3"
3/7/2023,"156,7",,3/7/2023,"215,4",,3/7/2023,"3986,37",,3/7/2023,240,,3/7/2023,"156,7","215,4","3986,37",240
3/6/2023,"157,75",,3/6/2023,"216,2",,3/6/2023,"4048,42",,3/6/2023,"246,4",,3/6/2023,"157,75","216,2","4048,42","246,4"
3/3/2023,"157,45",,3/3/2023,"216,2",,3/3/2023,"4045,64",,3/3/2023,"243,5",,3/3/2023,"157,45","216,2","4045,64","243,5"
3/2/2023,"148,7",,3/2/2023,"209,4",,3/2/2023,"3981,35",,3/2/2023,"234,2",,3/2/2023,"148,7","209,4","3981,35","234,2"
3/1/2023,"145,55",,3/1/2023,210,,3/1/2023,"3951,39",,3/1/2023,"231,4",,3/1/2023,"145,55",210,"3951,39","231,4"
2/28/2023,"152,4",,2/28/2023,"210,9",,2/28/2023,"3970,15",,2/28/2023,"231,2",,2/28/2023,"152,4","210,9","3970,15","231,2"
2/27/2023,"151,4",,2/27/2023,"216,9",,2/27/2023,"3982,24",,2/27/2023,"235,3",,2/27/2023,"151,4","216,9","3982,24","235,3"
2/24/2023,"152,15",,2/24/2023,"209,1",,2/24/2023,"3970,04",,2/24/2023,"237,5",,2/24/2023,"152,15","209,1","3970,04","237,5"
2/23/2023,"154,7",,2/23/2023,"213,4",,2/23/2023,"4012,32",,2/23/2023,239,,2/23/2023,"154,7","213,4","4012,32",239
2/22/2023,"155,4",,2/22/2023,"206,9",,2/22/2023,"3991,05",,2/22/2023,"236,1",,2/22/2023,"155,4","206,9","3991,05","236,1"
2/21/2023,"161,8",,2/21/2023,"210,7",,2/21/2023,"3997,34",,2/21/2023,"237,9",,2/21/2023,"161,8","210,7","3997,34","237,9"
2/20/2023,"165,6",,2/20/2023,"213,6",,2/17/2023,"4079,09",,2/20/2023,"238,3",,2/20/2023,"165,6","213,6","4079,09","238,3"
2/17/2023,"165,5",,2/17/2023,"217,6",,2/16/2023,"4090,41",,2/17/2023,"237,9",,2/17/2023,"165,5","217,6","4079,09","237,9"
2/16/2023,"167,45",,2/16/2023,"222,9",,2/15/2023,"4147,6",,2/16/2023,241,,2/16/2023,"167,45","222,9","4090,41",241
2/15/2023,"163,95",,2/15/2023,"219,6",,2/14/2023,"4136,13",,2/15/2023,"232,7",,2/15/2023,"163,95","219,6","4147,6","232,7"
2/14/2023,"161,45",,2/14/2023,"214,8",,2/13/2023,"4137,29",,2/14/2023,"229,3",,2/14/2023,"161,45","214,8","4136,13","229,3"
2/13/2023,"160,65",,2/13/2023,"214,9",,2/10/2023,"4090,46",,2/13/2023,"224,8",,2/13/2023,"160,65","214,9","4137,29","224,8"
2/10/2023,"167,65",,2/10/2023,"212,3",,2/9/2023,"4081,5",,2/10/2023,228,,2/10/2023,"167,65","212,3","4090,46",228
2/9/2023,170,,2/9/2023,"218,3",,2/8/2023,"4117,86",,2/9/2023,"233,1",,2/9/2023,170,"218,3","4081,5","233,1"
2/8/2023,195,,2/8/2023,"226,8",,2/7/2023,4164,,2/8/2023,"241,6",,2/8/2023,195,"226,8","4117,86","241,6"
2/7/2023,"190,35",,2/7/2023,224,,2/6/2023,"4111,08",,2/7/2023,"243,8",,2/7/2023,"190,35",224,4164,"243,8"
2/6/2023,"184,8",,2/6/2023,"216,2",,2/3/2023,"4136,48",,2/6/2023,"243,1",,2/6/2023,"184,8","216,2","4111,08","243,1"
2/3/2023,"189,75",,2/3/2023,"218,8",,2/2/2023,"4179,76",,2/3/2023,247,,2/3/2023,"189,75","218,8","4136,48",247
2/2/2023,"186,85",,2/2/2023,"211,8",,2/1/2023,"4119,21",,2/2/2023,"246,2",,2/2/2023,"186,85","211,8","4179,76","246,2"
2/1/2023,176,,2/1/2023,"198,1",,1/31/2023,"4076,6",,2/1/2023,"233,4",,2/1/2023,176,"198,1","4119,21","233,4"
1/31/2023,"167,8",,1/31/2023,"192,85",,1/30/2023,"4017,77",,1/31/2023,"227,9",,1/31/2023,"167,8","192,85","4076,6","227,9"
1/30/2023,"175,35",,1/30/2023,"193,4",,1/27/2023,"4070,56",,1/30/2023,"236,9",,1/30/2023,"175,35","193,4","4017,77","236,9"
1/27/2023,177,,1/27/2023,"192,95",,1/26/2023,"4060,43",,1/27/2023,235,,1/27/2023,177,"192,95","4070,56",235
1/26/2023,"183,55",,1/26/2023,"197,6",,1/25/2023,"4016,22",,1/26/2023,"231,1",,1/26/2023,"183,55","197,6","4060,43","231,1"
1/25/2023,"166,1",,1/25/2023,190,,1/24/2023,"4016,95",,1/25/2023,"227,2",,1/25/2023,"166,1",190,"4016,22","227,2"
1/24/2023,"172,5",,1/24/2023,197,,1/23/2023,"4019,81",,1/24/2023,234,,1/24/2023,"172,5",197,"4016,95",234
1/23/2023,"170,55",,1/23/2023,"197,85",,1/20/2023,"3972,61",,1/23/2023,231,,1/23/2023,"170,55","197,85","4019,81",231
1/20/2023,"170,55",,1/20/2023,"194,5",,1/19/2023,"3898,85",,1/20/2023,"227,6",,1/20/2023,"170,55","194,5","3972,61","227,6"
1/19/2023,"173,15",,1/19/2023,196,,1/18/2023,"3928,86",,1/19/2023,"232,3",,1/19/2023,"173,15",196,"3898,85","232,3"
1/18/2023,"179,3",,1/18/2023,"204,2",,1/17/2023,"3990,97",,1/18/2023,"234,7",,1/18/2023,"179,3","204,2","3928,86","234,7"
1/17/2023,179,,1/17/2023,"201,6",,1/13/2023,"3999,09",,1/17/2023,"236,5",,1/17/2023,179,"201,6","3990,97","236,5"
1/16/2023,"178,15",,1/16/2023,"204,9",,1/12/2023,"3983,17",,1/16/2023,"236,6",,1/16/2023,"178,15","204,9","3999,09","236,6"
1/13/2023,"171,85",,1/13/2023,"198,75",,1/11/2023,"3969,61",,1/13/2023,"234,5",,1/13/2023,"171,85","198,75","3999,09","234,5"
1/12/2023,"168,2",,1/12/2023,"192,85",,1/10/2023,"3919,25",,1/12/2023,"231,4",,1/12/2023,"168,2","192,85","3983,17","231,4"
1/11/2023,"179,25",,1/11/2023,"198,8",,1/9/2023,"3892,09",,1/11/2023,"230,4",,1/11/2023,"179,25","198,8","3969,61","230,4"
1/10/2023,"171,4",,1/10/2023,"199,15",,1/6/2023,"3895,08",,1/10/2023,"228,5",,1/10/2023,"171,4","199,15","3919,25","228,5"
1/9/2023,"176,45",,1/9/2023,"199,4",,1/5/2023,"3808,1",,1/9/2023,"231,8",,1/9/2023,"176,45","199,4","3892,09","231,8"
1/6/2023,"170,9",,1/6/2023,192,,1/4/2023,"3852,97",,1/6/2023,"228,2",,1/6/2023,"170,9",192,"3895,08","228,2"
1/5/2023,"171,5",,1/5/2023,"199,5",,1/3/2023,"3824,14",,1/5/2023,"230,3",,1/5/2023,"171,5","199,5","3808,1","230,3"
1/4/2023,"171,05",,1/4/2023,"196,7",,12/30/2022,"3839,5",,1/4/2023,"226,6",,1/4/2023,"171,05","196,7","3852,97","226,6"
1/3/2023,"170,7",,1/3/2023,"197,6",,12/29/2022,"3849,28",,1/3/2023,"223,1",,1/3/2023,"170,7","197,6","3824,14","223,1"
1/2/2023,171,,1/2/2023,198,,12/28/2022,"3783,22",,12/30/2022,"219,3",,1/2/2023,171,198,"3839,5","219,3"
12/30/2022,"159,75",,12/30/2022,"192,55",,12/27/2022,"3829,25",,12/29/2022,"221,6",,12/30/2022,"159,75","192,55","3839,5","219,3"
12/29/2022,"160,35",,12/29/2022,"193,55",,12/23/2022,"3844,82",,12/28/2022,"217,2",,12/29/2022,"160,35","193,55","3849,28","221,6"
12/28/2022,"154,4",,12/28/2022,"189,65",,12/22/2022,"3822,39",,12/27/2022,"215,9",,12/28/2022,"154,4","189,65","3783,22","217,2"
12/27/2022,"151,75",,12/27/2022,"187,45",,12/21/2022,"3878,44",,12/23/2022,"216,6",,12/27/2022,"151,75","187,45","3829,25","215,9"
12/23/2022,"152,65",,12/23/2022,"187,1",,12/20/2022,"3821,62",,12/22/2022,"215,8",,12/23/2022,"152,65","187,1","3844,82","216,6"
12/22/2022,148,,12/22/2022,"184,55",,12/19/2022,"3817,66",,12/21/2022,"217,8",,12/22/2022,148,"184,55","3822,39","215,8"
12/21/2022,"147,75",,12/21/2022,"181,75",,12/16/2022,"3852,36",,12/20/2022,214,,12/21/2022,"147,75","181,75","3878,44","217,8"
12/20/2022,"147,2",,12/20/2022,"178,6",,12/15/2022,"3895,75",,12/19/2022,"216,2",,12/20/2022,"147,2","178,6","3821,62",214
12/19/2022,"150,15",,12/19/2022,"180,65",,12/14/2022,"3995,32",,12/16/2022,"219,1",,12/19/2022,"150,15","180,65","3817,66","216,2"
12/16/2022,"148,5",,12/16/2022,"181,3",,12/13/2022,"4019,65",,12/15/2022,"225,3",,12/16/2022,"148,5","181,3","3852,36","219,1"
12/15/2022,"160,7",,12/15/2022,"187,35",,12/12/2022,"3990,56",,12/14/2022,"238,2",,12/15/2022,"160,7","187,35","3895,75","225,3"
12/14/2022,166,,12/14/2022,198,,12/9/2022,"3934,38",,12/13/2022,"243,8",,12/14/2022,166,198,"3995,32","238,2"
12/13/2022,"168,3",,12/13/2022,"197,25",,12/8/2022,"3963,51",,12/12/2022,"242,1",,12/13/2022,"168,3","197,25","4019,65","243,8"
12/12/2022,"161,3",,12/12/2022,"190,95",,12/7/2022,"3933,92",,12/9/2022,"244,4",,12/12/2022,"161,3","190,95","3990,56","242,1"
12/9/2022,"162,15",,12/9/2022,"192,75",,12/6/2022,"3941,26",,12/8/2022,242,,12/9/2022,"162,15","192,75","3934,38","244,4"
12/8/2022,"160,95",,12/8/2022,"192,5",,12/5/2022,"3998,84",,12/7/2022,"243,7",,12/8/2022,"160,95","192,5","3963,51",242
12/7/2022,"162,05",,12/7/2022,"193,85",,12/2/2022,"4071,7",,12/6/2022,"241,5",,12/7/2022,"162,05","193,85","3933,92","243,7"
12/6/2022,168,,12/6/2022,"192,1",,12/1/2022,"4076,57",,12/5/2022,"246,4",,12/6/2022,168,"192,1","3941,26","241,5"
12/5/2022,"177,1",,12/5/2022,"201,5",,11/30/2022,"4080,11",,12/2/2022,"250,5",,12/5/2022,"177,1","201,5","3998,84","246,4"
12/2/2022,"180,55",,12/2/2022,"206,4",,11/29/2022,"3957,63",,12/1/2022,"248,1",,12/2/2022,"180,55","206,4","4071,7","250,5"
12/1/2022,"177,4",,12/1/2022,"206,2",,11/28/2022,"3963,94",,11/30/2022,242,,12/1/2022,"177,4","206,2","4076,57","248,1"
11/30/2022,"168,9",,11/30/2022,200,,11/25/2022,"4026,12",,11/29/2022,"241,8",,11/30/2022,"168,9",200,"4080,11",242
11/29/2022,"168,3",,11/29/2022,"200,6",,11/23/2022,"4027,26",,11/28/2022,"246,8",,11/29/2022,"168,3","200,6","3957,63","241,8"
11/28/2022,"170,7",,11/28/2022,"208,4",,11/22/2022,"4003,58",,11/25/2022,"250,6",,11/28/2022,"170,7","208,4","3963,94","246,8"
11/25/2022,"172,15",,11/25/2022,"211,4",,11/21/2022,"3949,94",,11/24/2022,"252,3",,11/25/2022,"172,15","211,4","4026,12","250,6"
11/24/2022,"172,25",,11/24/2022,207,,11/18/2022,"3965,34",,11/23/2022,"248,3",,11/24/2022,"172,25",207,"4027,26","252,3"
11/23/2022,"167,4",,11/23/2022,202,,11/17/2022,"3946,56",,11/22/2022,"247,6",,11/23/2022,"167,4",202,"4027,26","248,3"
11/22/2022,"164,1",,11/22/2022,"199,35",,11/16/2022,"3958,79",,11/21/2022,"246,9",,11/22/2022,"164,1","199,35","4003,58","247,6"
11/21/2022,165,,11/21/2022,"199,7",,11/15/2022,"3991,73",,11/18/2022,"251,8",,11/21/2022,165,"199,7","3949,94","246,9"
11/18/2022,"173,3",,11/18/2022,"203,3",,11/14/2022,"3957,25",,11/17/2022,248,,11/18/2022,"173,3","203,3","3965,34","251,8"
11/17/2022,"171,65",,11/17/2022,"199,75",,11/11/2022,"3992,93",,11/16/2022,"247,3",,11/17/2022,"171,65","199,75","3946,56",248
11/16/2022,"171,6",,11/16/2022,"201,1",,11/10/2022,"3956,37",,11/15/2022,"251,7",,11/16/2022,"171,6","201,1","3958,79","247,3"
11/15/2022,"179,05",,11/15/2022,"209,1",,11/9/2022,"3748,57",,11/14/2022,"247,7",,11/15/2022,"179,05","209,1","3991,73","251,7"
11/14/2022,"189,1",,11/14/2022,"206,9",,11/8/2022,"3828,11",,11/11/2022,"251,3",,11/14/2022,"189,1","206,9","3957,25","247,7"
11/11/2022,"183,5",,11/11/2022,205,,11/7/2022,"3806,8",,11/10/2022,"247,1",,11/11/2022,"183,5",205,"3992,93","251,3"
11/10/2022,"179,3",,11/10/2022,"201,4",,11/4/2022,"3770,55",,11/9/2022,"234,3",,11/10/2022,"179,3","201,4","3956,37","247,1"
11/9/2022,"173,2",,11/9/2022,"190,75",,11/3/2022,"3719,89",,11/8/2022,"233,1",,11/9/2022,"173,2","190,75","3748,57","234,3"
11/8/2022,"174,5",,11/8/2022,"191,85",,11/2/2022,"3759,69",,11/7/2022,"225,1",,11/8/2022,"174,5","191,85","3828,11","233,1"
11/7/2022,172,,11/7/2022,"184,2",,11/1/2022,"3856,1",,11/4/2022,"225,8",,11/7/2022,172,"184,2","3806,8","225,1"
11/4/2022,"169,7",,11/4/2022,"177,95",,10/31/2022,"3871,98",,11/3/2022,"220,6",,11/4/2022,"169,7","177,95","3770,55","225,8"
11/3/2022,"158,4",,11/3/2022,"173,1",,10/28/2022,"3901,06",,11/2/2022,227,,11/3/2022,"158,4","173,1","3719,89","220,6"
11/2/2022,"160,7",,11/2/2022,"176,95",,10/27/2022,"3807,3",,11/1/2022,"234,8",,11/2/2022,"160,7","176,95","3759,69",227
11/1/2022,"172,45",,11/1/2022,"208,3",,10/26/2022,"3830,6",,10/31/2022,"236,7",,11/1/2022,"172,45","208,3","3856,1","234,8"
10/31/2022,"160,2",,10/31/2022,"205,9",,10/25/2022,"3859,11",,10/28/2022,"235,5",,10/31/2022,"160,2","205,9","3871,98","236,7"
10/28/2022,"165,25",,10/28/2022,206,,10/24/2022,"3797,34",,10/27/2022,"234,7",,10/28/2022,"165,25",206,"3901,06","235,5"
10/27/2022,"161,55",,10/27/2022,208,,10/21/2022,"3752,75",,10/26/2022,"243,2",,10/27/2022,"161,55",208,"3807,3","234,7"
10/26/2022,"165,15",,10/26/2022,"216,1",,10/20/2022,"3665,78",,10/25/2022,"239,9",,10/26/2022,"165,15","216,1","3830,6","243,2"
10/25/2022,"158,65",,10/25/2022,210,,10/19/2022,"3695,16",,10/24/2022,"234,2",,10/25/2022,"158,65",210,"3859,11","239,9"
10/24/2022,"155,2",,10/24/2022,"208,8",,10/18/2022,"3719,98",,10/21/2022,"229,2",,10/24/2022,"155,2","208,8","3797,34","234,2"
10/21/2022,"151,8",,10/21/2022,"202,4",,10/17/2022,"3677,95",,10/20/2022,"233,6",,10/21/2022,"151,8","202,4","3752,75","229,2"
10/20/2022,"151,25",,10/20/2022,"205,7",,10/14/2022,"3583,07",,10/19/2022,"228,9",,10/20/2022,"151,25","205,7","3665,78","233,6"
10/19/2022,"149,8",,10/19/2022,"200,7",,10/13/2022,"3669,91",,10/18/2022,"234,1",,10/19/2022,"149,8","200,7","3695,16","228,9"
10/18/2022,"155,3",,10/18/2022,"209,6",,10/12/2022,"3577,03",,10/17/2022,"232,5",,10/18/2022,"155,3","209,6","3719,98","234,1"
10/17/2022,"146,5",,10/17/2022,"203,8",,10/11/2022,"3588,84",,10/14/2022,"222,1",,10/17/2022,"146,5","203,8","3677,95","232,5"
10/14/2022,"144,75",,10/14/2022,"202,3",,10/10/2022,"3612,39",,10/13/2022,217,,10/14/2022,"144,75","202,3","3583,07","222,1"
10/13/2022,"134,6",,10/13/2022,"193,85",,10/7/2022,"3639,66",,10/12/2022,212,,10/13/2022,"134,6","193,85","3669,91",217
10/12/2022,"127,2",,10/12/2022,"192,4",,10/6/2022,"3744,52",,10/11/2022,"215,2",,10/12/2022,"127,2","192,4","3577,03",212
10/11/2022,"123,65",,10/11/2022,"190,15",,10/5/2022,"3783,28",,10/10/2022,"220,1",,10/11/2022,"123,65","190,15","3588,84","215,2"
10/10/2022,"124,4",,10/10/2022,"191,4",,10/4/2022,"3790,93",,10/7/2022,216,,10/10/2022,"124,4","191,4","3612,39","220,1"
10/7/2022,"122,4",,10/7/2022,190,,10/3/2022,"3678,43",,10/6/2022,"222,5",,10/7/2022,"122,4",190,"3639,66",216
10/6/2022,123,,10/6/2022,"199,65",,9/30/2022,"3585,62",,10/5/2022,"225,5",,10/6/2022,123,"199,65","3744,52","222,5"
10/5/2022,"124,55",,10/5/2022,"193,15",,9/29/2022,"3640,47",,10/4/2022,"226,9",,10/5/2022,"124,55","193,15","3783,28","225,5"
10/4/2022,"136,8",,10/4/2022,"197,7",,9/28/2022,"3719,04",,10/3/2022,"219,8",,10/4/2022,"136,8","197,7","3790,93","226,9"
10/3/2022,"130,45",,10/3/2022,"189,75",,9/27/2022,"3647,29",,9/30/2022,220,,10/3/2022,"130,45","189,75","3678,43","219,8"
9/30/2022,"134,1",,9/30/2022,"188,95",,9/26/2022,"3655,04",,9/29/2022,"211,8",,9/30/2022,"134,1","188,95","3585,62",220
9/29/2022,"134,4",,9/29/2022,"181,65",,9/23/2022,"3693,23",,9/28/2022,"216,5",,9/29/2022,"134,4","181,65","3640,47","211,8"
9/28/2022,"145,55",,9/28/2022,"189,5",,9/22/2022,"3757,99",,9/27/2022,"215,5",,9/28/2022,"145,55","189,5","3719,04","216,5"
9/27/2022,"151,3",,9/27/2022,"193,35",,9/21/2022,"3789,93",,9/26/2022,214,,9/27/2022,"151,3","193,35","3647,29","215,5"
9/26/2022,"155,8",,9/26/2022,"196,5",,9/20/2022,"3855,93",,9/23/2022,"214,1",,9/26/2022,"155,8","196,5","3655,04",214
9/23/2022,"153,75",,9/23/2022,"193,4",,9/19/2022,"3899,89",,9/22/2022,"219,7",,9/23/2022,"153,75","193,4","3693,23","214,1"
9/22/2022,"158,2",,9/22/2022,"197,4",,9/16/2022,"3873,33",,9/21/2022,"225,8",,9/22/2022,"158,2","197,4","3757,99","219,7"
9/21/2022,"170,25",,9/21/2022,"207,2",,9/15/2022,"3901,35",,9/20/2022,"228,8",,9/21/2022,"170,25","207,2","3789,93","225,8"
9/20/2022,"177,05",,9/20/2022,"206,8",,9/14/2022,"3946,01",,9/19/2022,"229,5",,9/20/2022,"177,05","206,8","3855,93","228,8"
9/19/2022,"184,95",,9/19/2022,"211,4",,9/13/2022,"3932,69",,9/16/2022,"223,5",,9/19/2022,"184,95","211,4","3899,89","229,5"
9/16/2022,"190,3",,9/16/2022,"212,9",,9/12/2022,"4110,41",,9/15/2022,"234,3",,9/16/2022,"190,3","212,9","3873,33","223,5"
9/15/2022,"205,3",,9/15/2022,"220,5",,9/9/2022,"4067,36",,9/14/2022,240,,9/15/2022,"205,3","220,5","3901,35","234,3"
9/14/2022,"207,5",,9/14/2022,"222,8",,9/8/2022,"4006,18",,9/13/2022,"238,1",,9/14/2022,"207,5","222,8","3946,01",240
9/13/2022,"209,3",,9/13/2022,"224,7",,9/7/2022,"3979,87",,9/12/2022,"247,3",,9/13/2022,"209,3","224,7","3932,69","238,1"
9/12/2022,"221,9",,9/12/2022,"234,8",,9/6/2022,"3908,19",,9/9/2022,"248,8",,9/12/2022,"221,9","234,8","4110,41","247,3"
9/9/2022,"220,5",,9/9/2022,"235,7",,9/2/2022,"3924,26",,9/8/2022,"247,7",,9/9/2022,"220,5","235,7","4067,36","248,8"
9/8/2022,"213,4",,9/8/2022,229,,9/1/2022,"3966,85",,9/7/2022,"247,6",,9/8/2022,"213,4",229,"4006,18","247,7"
9/7/2022,"210,5",,9/7/2022,"225,4",,8/31/2022,3955,,9/6/2022,250,,9/7/2022,"210,5","225,4","3979,87","247,6"
9/6/2022,"210,2",,9/6/2022,"229,9",,8/30/2022,"3986,16",,9/5/2022,"253,3",,9/6/2022,"210,2","229,9","3908,19",250
9/5/2022,"205,9",,9/5/2022,"227,3",,8/29/2022,"4030,61",,9/2/2022,"257,5",,9/5/2022,"205,9","227,3","3924,26","253,3"
9/2/2022,"211,9",,9/2/2022,"227,1",,8/26/2022,"4057,66",,9/1/2022,"252,6",,9/2/2022,"211,9","227,1","3924,26","257,5"
9/1/2022,"200,5",,9/1/2022,"221,8",,8/25/2022,"4199,12",,8/31/2022,"258,7",,9/1/2022,"200,5","221,8","3966,85","252,6"
8/31/2022,"210,3",,8/31/2022,"228,5",,8/24/2022,"4140,77",,8/30/2022,"258,5",,8/31/2022,"210,3","228,5",3955,"258,7"
8/30/2022,213,,8/30/2022,226,,8/23/2022,"4128,73",,8/29/2022,"260,9",,8/30/2022,213,226,"3986,16","258,5"
8/29/2022,209,,8/29/2022,"223,5",,8/22/2022,"4137,99",,8/26/2022,"265,7",,8/29/2022,209,"223,5","4030,61","260,9"
8/26/2022,"215,4",,8/26/2022,228,,8/19/2022,"4228,48",,8/25/2022,"273,7",,8/26/2022,"215,4",228,"4057,66","265,7"
8/25/2022,226,,8/25/2022,"238,9",,8/18/2022,"4283,74",,8/24/2022,"273,1",,8/25/2022,226,"238,9","4199,12","273,7"
8/24/2022,"226,6",,8/24/2022,"236,7",,8/17/2022,"4274,04",,8/23/2022,"274,4",,8/24/2022,"226,6","236,7","4140,77","273,1"
8/23/2022,231,,8/23/2022,"235,5",,8/16/2022,"4305,2",,8/22/2022,"278,5",,8/23/2022,231,"235,5","4128,73","274,4"
8/22/2022,"233,5",,8/22/2022,234,,8/15/2022,"4297,14",,8/19/2022,282,,8/22/2022,"233,5",234,"4137,99","278,5"
8/19/2022,"246,7",,8/19/2022,239,,8/12/2022,"4280,15",,8/18/2022,"276,6",,8/19/2022,"246,7",239,"4228,48",282
8/18/2022,"245,1",,8/18/2022,"238,3",,8/11/2022,"4207,27",,8/17/2022,279,,8/18/2022,"245,1","238,3","4283,74","276,6"
8/17/2022,"235,4",,8/17/2022,"241,9",,8/10/2022,"4210,24",,8/16/2022,"283,7",,8/17/2022,"235,4","241,9","4274,04",279
8/16/2022,"236,9",,8/16/2022,"243,4",,8/9/2022,"4122,47",,8/15/2022,"337,3",,8/16/2022,"236,9","243,4","4305,2","283,7"
8/15/2022,"254,9",,8/15/2022,273,,8/8/2022,"4140,06",,8/12/2022,"339,3",,8/15/2022,"254,9",273,"4297,14","337,3"
8/12/2022,"253,8",,8/12/2022,"272,7",,8/5/2022,"4145,19",,8/11/2022,343,,8/12/2022,"253,8","272,7","4280,15","339,3"
8/11/2022,"247,8",,8/11/2022,"277,2",,8/4/2022,"4151,94",,8/10/2022,"332,9",,8/11/2022,"247,8","277,2","4207,27",343
8/10/2022,"241,6",,8/10/2022,"267,3",,8/3/2022,"4155,17",,8/9/2022,"338,7",,8/10/2022,"241,6","267,3","4210,24","332,9"
8/9/2022,"239,5",,8/9/2022,"267,8",,8/2/2022,"4091,19",,8/8/2022,"343,5",,8/9/2022,"239,5","267,8","4122,47","338,7"
8/8/2022,"260,3",,8/8/2022,"280,2",,8/1/2022,"4118,63",,8/5/2022,"343,8",,8/8/2022,"260,3","280,2","4140,06","343,5"
8/5/2022,"259,2",,8/5/2022,"276,8",,7/29/2022,"4130,29",,8/4/2022,"349,3",,8/5/2022,"259,2","276,8","4145,19","343,8"
8/4/2022,266,,8/4/2022,282,,7/28/2022,"4072,43",,8/3/2022,"346,7",,8/4/2022,266,282,"4151,94","349,3"
8/3/2022,256,,8/3/2022,"276,1",,7/27/2022,"4023,61",,8/2/2022,"340,4",,8/3/2022,256,"276,1","4155,17","346,7"
8/2/2022,"248,5",,8/2/2022,"274,6",,7/26/2022,"3921,05",,7/29/2022,341,,8/2/2022,"248,5","274,6","4091,19","340,4"
8/1/2022,"255,1",,8/1/2022,"279,2",,7/25/2022,"3966,84",,7/28/2022,"339,6",,8/1/2022,"255,1","279,2","4118,63",341
7/29/2022,"252,5",,7/29/2022,"276,8",,7/22/2022,"3961,63",,7/27/2022,337,,7/29/2022,"252,5","276,8","4130,29",341
7/28/2022,"247,2",,7/28/2022,"272,7",,7/21/2022,"3998,95",,7/26/2022,"337,9",,7/28/2022,"247,2","272,7","4072,43","339,6"
7/27/2022,236,,7/27/2022,"275,6",,7/20/2022,"3959,9",,7/25/2022,"333,8",,7/27/2022,236,"275,6","4023,61",337
7/26/2022,"234,3",,7/26/2022,"265,8",,7/19/2022,"3936,69",,7/22/2022,"339,9",,7/26/2022,"234,3","265,8","3921,05","337,9"
7/25/2022,"240,4",,7/25/2022,"267,7",,7/18/2022,"3830,85",,7/21/2022,"338,4",,7/25/2022,"240,4","267,7","3966,84","333,8"
7/22/2022,"254,7",,7/22/2022,"285,9",,7/15/2022,"3863,16",,7/20/2022,"327,9",,7/22/2022,"254,7","285,9","3961,63","339,9"
7/21/2022,"255,3",,7/21/2022,"279,5",,7/14/2022,"3790,38",,7/19/2022,"329,7",,7/21/2022,"255,3","279,5","3998,95","338,4"
7/20/2022,"246,9",,7/20/2022,"269,5",,7/13/2022,"3801,78",,7/18/2022,"330,6",,7/20/2022,"246,9","269,5","3959,9","327,9"
7/19/2022,"241,7",,7/19/2022,"269,2",,7/12/2022,"3818,8",,7/15/2022,"331,2",,7/19/2022,"241,7","269,2","3936,69","329,7"
7/18/2022,"239,4",,7/18/2022,"269,7",,7/11/2022,"3854,43",,7/14/2022,"321,5",,7/18/2022,"239,4","269,7","3830,85","330,6"
