Date,GN,SP 500,MSCI World
5/7/2018,"244,3","2711,45","2,138.15"
5/4/2018,"238,9","2730,13","2,132.79"
5/3/2018,"235,9","2727,72","2,134.60"
5/2/2018,"236,5","2723,07","2,130.86"
5/1/2018,"221,1","2697,79","2,117.30"
4/30/2018,"217,4","2671,92","2,135.87"
4/26/2018,"215,3","2672,63","2,131.14"
4/25/2018,211,"2663,42","2,113.74"
4/24/2018,"212,9","2629,73","2,096.19"
4/23/2018,"212,7","2635,67","2,082.17"
4/20/2018,"210,7","2654,8","2,082.05"
4/19/2018,"211,4","2648,05","2,082.08"
4/18/2018,"213,9","2669,91","2,089.30"
4/17/2018,"213,8","2666,94","2,079.62"
4/16/2018,"209,7","2639,4","2,076.30"
4/13/2018,"207,8","2634,56","2,088.41"
4/12/2018,"208,7","2670,29","2,085.59"
4/11/2018,"203,2","2670,14","2,114.90"
4/10/2018,"204,8","2693,13","2,105.93"
4/9/2018,"202,6","2708,64","2,117.76"
4/6/2018,"202,5","2706,39","2,111.44"
4/5/2018,"204,9","2677,84","2,125.79"
4/4/2018,"202,1","2656,3","2,134.15"
4/3/2018,"212,6","2663,99","2,142.02"
3/28/2018,"213,4","2642,19","2,140.20"
3/27/2018,"212,5","2656,87","2,145.36"
3/26/2018,"211,5","2613,16","2,144.20"
3/23/2018,"213,6","2604,47","2,137.74"
3/22/2018,"214,2","2662,84","2,137.57"
3/21/2018,"218,1","2644,69","2,136.74"
3/20/2018,"220,3","2614,45","2,119.36"
3/19/2018,"220,3","2581,88","2,121.86"
3/16/2018,"221,8","2640,87","2,109.19"
3/15/2018,"223,1",2605,"2,092.92"
3/14/2018,"221,8","2612,62","2,100.42"
3/13/2018,222,"2658,55","2,083.27"
3/12/2018,"222,6","2588,26","2,107.14"
3/9/2018,"220,2","2643,69","2,110.80"
3/8/2018,"218,3","2711,93","2,117.73"
,,,"2,122.90"
,,,"2,128.78"
,,,"2,130.72"
,,,"2,120.80"
,,,"2,125.56"
,,,"2,122.97"
,,,"2,119.98"
,,,"2,136.09"
,,,"2,131.96"
,,,"2,123.53"
,,,"2,109.84"
,,,"2,095.07"
,,,"2,096.86"
,,,"2,089.44"
,,,"2,071.37"
,,,"2,076.69"
,,,"2,083.77"
,,,"2,086.51"
,,,"2,096.05"
,,,"2,092.44"
,,,"2,076.74"
,,,"2,081.52"
,,,"2,097.22"
,,,"2,099.73"
,,,"2,115.93"
,,,"2,123.77"
,,,"2,116.43"
,,,"2,099.82"
,,,"2,088.98"
,,,"2,090.89"
,,,"2,082.57"
,,,"2,090.11"
,,,"2,061.19"
,,,"2,052.78"
,,,"2,080.69"
,,,"2,061.31"
,,,"2,048.80"
,,,"2,038.54"
,,,"2,066.85"
,,,"2,065.53"
,,,"2,047.75"
,,,"2,055.55"
,,,"2,069.13"
,,,"2,036.55"
,,,"2,072.94"
,,,"2,109.18"
,,,"2,110.91"
,,,"2,110.40"
,,,"2,134.05"
,,,"2,133.35"
,,,"2,134.51"
,,,"2,144.60"
,,,"2,154.26"
,,,"2,149.32"
,,,"2,125.28"
